COUNTYFIPS,COUNTY,STATE,community_type,median_household_income,acs_median_hh_income,per_capita_income,gini_index
15163,County_15163,Iowa,Rural,26109.0,25558.0,12817.0,0.454
21943,County_21943,Massachusetts,Urban,69523.0,68777.0,30054.0,0.414
12539,County_12539,Idaho,Rural,61102.0,63136.0,24981.0,0.426
3221,County_3221,Arizona,Rural,47240.0,49631.0,,0.485
36299,County_36299,Oklahoma,Urban,55456.0,56896.0,28288.0,0.436
50245,County_50245,Wyoming,Urban,48543.0,47641.0,16831.0,0.503
11725,County_11725,Hawaii,Rural,63468.0,65351.0,25676.0,0.464
19761,County_19761,Maine,Rural,,75222.0,29958.0,0.449
40441,County_40441,South Carolina,Urban,52163.0,52490.0,23211.0,0.47
23591,County_23591,Minnesota,Urban,45895.0,49245.0,20028.0,0.452
4415,County_4415,Arkansas,Rural,37197.0,34852.0,,0.454
51759,County_51759,Other,Urban,73149.0,74660.0,28465.0,0.447
29161,County_29161,New Hampshire,Rural,63133.0,61607.0,,0.487
55581,County_55581,Other,Urban,69524.0,68362.0,21318.0,0.463
46645,County_46645,Virginia,Rural,,53578.0,23376.0,0.49
43773,County_43773,Texas,Rural,57083.0,60062.0,30516.0,0.451
42531,County_42531,Tennessee,Rural,42761.0,41224.0,18758.0,0.446
12399,County_12399,Idaho,Rural,30797.0,30492.0,8650.0,0.507
28259,County_28259,Nevada,Urban,38993.0,36812.0,12052.0,0.487
21443,County_21443,Massachusetts,Rural,44519.0,43663.0,16703.0,0.455
55573,County_55573,Other,Rural,38110.0,37189.0,16456.0,0.511
52047,County_52047,Other,Urban,57813.0,56313.0,32837.0,0.481
52749,County_52749,Other,Rural,82188.0,82171.0,39761.0,0.44
52953,County_52953,Other,Suburban/Small City,,59566.0,26479.0,0.465
44417,County_44417,Utah,Urban,46566.0,47762.0,12842.0,0.469
45195,County_45195,Vermont,Rural,66129.0,67033.0,30374.0,0.458
46105,County_46105,Virginia,Rural,51451.0,54129.0,25889.0,0.451
49833,County_49833,Wisconsin,Urban,59617.0,60364.0,24777.0,0.417
29333,County_29333,New Hampshire,Rural,31263.0,33037.0,6812.0,0.466
24023,County_24023,Mississippi,Rural,49330.0,50342.0,20482.0,0.49
26865,County_26865,Montana,Urban,58677.0,58213.0,23611.0,0.458
26171,County_26171,Montana,Rural,52807.0,52277.0,15859.0,0.467
17149,County_17149,Kentucky,Rural,66154.0,64443.0,34647.0,0.457
44167,County_44167,Utah,Rural,50939.0,51345.0,18773.0,0.47
34375,County_34375,North Dakota,Rural,53000.0,49979.0,29212.0,0.457
7389,County_7389,Connecticut,Urban,70244.0,70248.0,32917.0,0.44
46943,County_46943,Virginia,Suburban/Small City,44785.0,47285.0,20779.0,0.466
30789,County_30789,New Jersey,Urban,,62054.0,26684.0,0.438
21461,County_21461,Massachusetts,Rural,69539.0,71561.0,33333.0,0.444
12597,County_12597,Idaho,Urban,70754.0,71285.0,29476.0,0.442
46749,County_46749,Virginia,Rural,69917.0,70624.0,28822.0,0.434
16271,County_16271,Kansas,Rural,51986.0,51517.0,21283.0,0.446
9853,County_9853,Florida,Suburban/Small City,57732.0,59159.0,29102.0,0.434
5551,County_5551,California,Rural,,29158.0,16518.0,0.507
29239,County_29239,New Hampshire,Rural,67072.0,65765.0,23350.0,0.427
31689,County_31689,New Mexico,Urban,51251.0,51625.0,29991.0,0.475
15983,County_15983,Iowa,Rural,60242.0,59822.0,22353.0,0.443
4725,County_4725,Arkansas,Rural,69013.0,,32749.0,0.444
36133,County_36133,Oklahoma,Rural,37572.0,36581.0,14784.0,0.469
52521,County_52521,Other,Rural,46743.0,47075.0,10621.0,0.468
41525,County_41525,South Dakota,Rural,42307.0,41012.0,17468.0,0.42
22793,County_22793,Michigan,Rural,64366.0,68273.0,31592.0,
43219,County_43219,Texas,Suburban/Small City,33317.0,35698.0,19322.0,0.473
2041,County_2041,Alaska,Suburban/Small City,54430.0,53220.0,21895.0,0.463
2473,County_2473,Alaska,Urban,73973.0,73641.0,32909.0,
10371,County_10371,Georgia,Suburban/Small City,35339.0,35531.0,18494.0,0.477
26787,County_26787,Montana,Rural,62323.0,63209.0,,0.455
34667,County_34667,North Dakota,Rural,71698.0,71083.0,33036.0,0.416
30431,County_30431,New Jersey,Rural,42817.0,45050.0,18246.0,0.443
20109,County_20109,Maryland,Rural,,30488.0,10902.0,0.496
32809,County_32809,New York,Rural,56318.0,53262.0,22199.0,0.421
3983,County_3983,Arizona,Urban,58782.0,59560.0,25193.0,0.468
7967,County_7967,Connecticut,Suburban/Small City,65281.0,65405.0,28245.0,0.432
34673,County_34673,North Dakota,Rural,35309.0,36982.0,21397.0,0.515
56315,County_56315,Other,Rural,47372.0,46544.0,23076.0,0.42
12339,County_12339,Idaho,Suburban/Small City,75431.0,74206.0,,0.401
50057,County_50057,Wyoming,Suburban/Small City,34062.0,34150.0,17317.0,0.485
37981,County_37981,Oregon,Rural,55109.0,59775.0,21313.0,0.49
38669,County_38669,Pennsylvania,Rural,43378.0,43456.0,,0.486
6465,County_6465,Colorado,Suburban/Small City,38022.0,36849.0,15847.0,0.476
10625,County_10625,Georgia,Rural,60040.0,60208.0,22219.0,0.434
12173,County_12173,Idaho,Urban,,26041.0,,0.491
41265,County_41265,South Dakota,Urban,61308.0,63063.0,24732.0,0.453
26969,County_26969,Montana,Rural,57514.0,56196.0,16879.0,0.439
41427,County_41427,South Dakota,Rural,68871.0,66551.0,27103.0,0.423
49683,County_49683,Wisconsin,Urban,58177.0,55828.0,,0.459
31717,County_31717,New Mexico,Rural,60471.0,56426.0,20746.0,0.506
46185,County_46185,Virginia,Rural,77543.0,77462.0,27115.0,0.375
8607,County_8607,Delaware,Rural,36671.0,38393.0,22959.0,0.478
16097,County_16097,Kansas,Urban,53699.0,50981.0,19329.0,0.453
52637,County_52637,Other,Rural,45842.0,48493.0,14401.0,0.491
22729,County_22729,Michigan,Rural,63946.0,62330.0,21740.0,0.445
14011,County_14011,Indiana,Urban,63625.0,65594.0,22388.0,0.427
54367,County_54367,Other,Suburban/Small City,59675.0,60544.0,25344.0,0.465
8799,County_8799,Delaware,Urban,50566.0,49722.0,18813.0,0.476
18623,County_18623,Louisiana,Rural,31342.0,33203.0,9465.0,0.451
30781,County_30781,New Jersey,Rural,59399.0,58840.0,25875.0,0.448
22461,County_22461,Michigan,Urban,41152.0,40762.0,16998.0,0.47
31453,County_31453,New Mexico,Rural,55022.0,56447.0,22383.0,0.488
48249,County_48249,West Virginia,Rural,71769.0,71252.0,24324.0,0.478
15145,County_15145,Iowa,Rural,40806.0,,17205.0,0.481
22631,County_22631,Michigan,Rural,50782.0,51225.0,21772.0,0.471
19553,County_19553,Maine,Urban,56328.0,58301.0,27593.0,0.423
28121,County_28121,Nevada,Urban,36380.0,35944.0,14283.0,0.491
29689,County_29689,New Hampshire,Rural,60323.0,59789.0,19748.0,0.453
9923,County_9923,Florida,Urban,66285.0,69733.0,24294.0,0.443
56663,County_56663,Other,Rural,45929.0,45230.0,19619.0,0.471
41247,County_41247,South Dakota,Rural,34246.0,35359.0,19043.0,
55887,County_55887,Other,Rural,59150.0,58028.0,25778.0,0.452
38027,County_38027,Pennsylvania,Rural,64594.0,65899.0,,0.444
4427,County_4427,Arkansas,Urban,64996.0,64788.0,31067.0,0.449
35119,County_35119,Ohio,Rural,41213.0,40152.0,19578.0,0.476
38653,County_38653,Pennsylvania,Rural,61720.0,62525.0,18801.0,0.454
23177,County_23177,Minnesota,Rural,52379.0,50890.0,18954.0,0.438
31783,County_31783,New Mexico,Rural,44808.0,44735.0,22350.0,0.48
4113,County_4113,Arkansas,Rural,28115.0,31292.0,14966.0,0.522
51749,County_51749,Other,Urban,45550.0,44409.0,21149.0,0.525
56515,County_56515,Other,Rural,48385.0,47016.0,14163.0,0.485
49045,County_49045,Wisconsin,Rural,41245.0,,12875.0,0.47
17503,County_17503,Kentucky,Urban,56165.0,56059.0,25220.0,0.459
37695,County_37695,Oregon,Rural,53988.0,56685.0,19619.0,0.435
54479,County_54479,Other,Rural,69759.0,69997.0,27564.0,0.425
11423,County_11423,Hawaii,Rural,42752.0,44838.0,15179.0,0.471
54907,County_54907,Other,Rural,63605.0,63790.0,37001.0,0.443
4645,County_4645,Arkansas,Rural,54652.0,55053.0,29365.0,0.456
32735,County_32735,New York,Suburban/Small City,38406.0,37686.0,22021.0,0.426
29499,County_29499,New Hampshire,Suburban/Small City,63646.0,59806.0,31359.0,0.431
41949,County_41949,South Dakota,Rural,54873.0,54440.0,19034.0,0.454
1829,County_1829,Alabama,Rural,58765.0,60956.0,24197.0,0.428
45565,County_45565,Vermont,Rural,41875.0,40473.0,16744.0,0.512
42031,County_42031,Tennessee,Rural,45092.0,44831.0,16089.0,0.474
33173,County_33173,North Carolina,Rural,62842.0,60668.0,27988.0,0.475
39417,County_39417,Rhode Island,Urban,,68533.0,26658.0,0.429
12431,County_12431,Idaho,Urban,69272.0,68534.0,30662.0,0.42
16537,County_16537,Kansas,Rural,55269.0,57612.0,27123.0,0.405
22957,County_22957,Michigan,Urban,43572.0,41954.0,17562.0,0.482
46863,County_46863,Virginia,Urban,68345.0,70809.0,26106.0,0.495
40823,County_40823,South Carolina,Rural,38509.0,38569.0,20502.0,0.528
51865,County_51865,Other,Suburban/Small City,35187.0,33940.0,16506.0,0.475
17425,County_17425,Kentucky,Rural,62445.0,63974.0,26225.0,0.434
31461,County_31461,New Mexico,Rural,58542.0,57646.0,24094.0,0.476
44547,County_44547,Utah,Rural,69709.0,69036.0,27023.0,0.455
43167,County_43167,Texas,Rural,62928.0,60845.0,29676.0,0.449
31765,County_31765,New Mexico,Urban,40522.0,40374.0,18577.0,0.486
35255,County_35255,Ohio,Rural,57454.0,58213.0,22618.0,0.455
23249,County_23249,Minnesota,Rural,75566.0,74832.0,34288.0,0.454
31671,County_31671,New Mexico,Rural,34058.0,34069.0,8737.0,0.494
16245,County_16245,Kansas,Urban,69820.0,66240.0,28585.0,0.46
15661,County_15661,Iowa,Rural,50344.0,49814.0,19703.0,0.446
46973,County_46973,Virginia,Urban,68509.0,69307.0,20998.0,0.463
34071,County_34071,North Dakota,Rural,44148.0,42431.0,,0.443
25917,County_25917,Missouri,Suburban/Small City,49612.0,51490.0,19978.0,0.482
7173,County_7173,Connecticut,Rural,54181.0,52734.0,18139.0,0.447
20935,County_20935,Maryland,Urban,55298.0,55899.0,16236.0,0.473
37569,County_37569,Oregon,Urban,47529.0,46167.0,18391.0,0.487
56303,County_56303,Other,Rural,56553.0,56976.0,21712.0,0.452
6505,County_6505,Colorado,Rural,60441.0,63109.0,,0.453
25245,County_25245,Missouri,Rural,62226.0,62591.0,21878.0,0.499
43543,County_43543,Texas,Rural,53785.0,53547.0,15892.0,0.471
53625,County_53625,Other,Urban,63632.0,63181.0,25560.0,0.442
44461,County_44461,Utah,Urban,60600.0,58158.0,32762.0,0.423
40499,County_40499,South Carolina,Rural,56903.0,57752.0,24643.0,0.431
1817,County_1817,Alabama,Urban,41671.0,42733.0,21563.0,0.473
22271,County_22271,Michigan,Urban,39609.0,38492.0,16963.0,0.474
12263,County_12263,Idaho,Urban,,38258.0,19835.0,0.46
9917,County_9917,Florida,Urban,49212.0,49666.0,16962.0,0.498
39983,County_39983,Rhode Island,Rural,75535.0,76816.0,28321.0,0.435
10459,County_10459,Georgia,Urban,66643.0,67554.0,26397.0,0.456
11387,County_11387,Hawaii,Rural,48536.0,45502.0,19486.0,
19493,County_19493,Maine,Rural,37739.0,38799.0,17351.0,0.481
16629,County_16629,Kansas,Rural,59827.0,58112.0,33379.0,0.427
1825,County_1825,Alabama,Rural,58794.0,57155.0,27747.0,0.43
27947,County_27947,Nebraska,Urban,46603.0,46673.0,15606.0,0.486
10487,County_10487,Georgia,Rural,58044.0,58967.0,23412.0,0.458
42931,County_42931,Tennessee,Urban,67838.0,66842.0,32147.0,0.434
22847,County_22847,Michigan,Rural,52087.0,54521.0,23476.0,
5643,County_5643,California,Rural,44270.0,41349.0,18374.0,0.508
25929,County_25929,Missouri,Suburban/Small City,39360.0,,21885.0,0.488
33641,County_33641,North Carolina,Urban,35030.0,33476.0,18226.0,0.497
24835,County_24835,Mississippi,Suburban/Small City,42084.0,42693.0,20355.0,0.48
23301,County_23301,Minnesota,Rural,36990.0,35912.0,22377.0,0.468
39579,County_39579,Rhode Island,Urban,48711.0,47333.0,24004.0,0.433
7401,County_7401,Connecticut,Rural,37224.0,35992.0,22013.0,0.504
49551,County_49551,Wisconsin,Suburban/Small City,69701.0,69889.0,25638.0,0.411
6445,County_6445,Colorado,Urban,50817.0,49925.0,,0.464
44081,County_44081,Utah,Rural,68621.0,67081.0,27399.0,0.452
45359,County_45359,Vermont,Urban,52646.0,52600.0,26088.0,
44721,County_44721,Utah,Rural,58736.0,59709.0,28604.0,0.475
50489,County_50489,Wyoming,Urban,,60484.0,26612.0,0.424
35795,County_35795,Ohio,Suburban/Small City,39016.0,37060.0,14537.0,0.464
16477,County_16477,Kansas,Rural,53269.0,52927.0,22609.0,0.454
55727,County_55727,Other,Rural,41765.0,41795.0,16219.0,0.475
15849,County_15849,Iowa,Urban,64790.0,62783.0,23388.0,0.47
3413,County_3413,Arizona,Rural,52825.0,53309.0,,0.47
20659,County_20659,Maryland,Urban,36999.0,35272.0,22728.0,0.471
30135,County_30135,New Jersey,Urban,57321.0,57352.0,24999.0,0.434
13263,County_13263,Illinois,Urban,41146.0,41005.0,17173.0,0.463
28907,County_28907,Nevada,Rural,59165.0,56987.0,24502.0,0.443
22845,County_22845,Michigan,Suburban/Small City,39868.0,38321.0,13038.0,0.473
27057,County_27057,Nebraska,Urban,61988.0,62203.0,17553.0,0.439
29979,County_29979,New Hampshire,Suburban/Small City,69446.0,66121.0,26805.0,0.409
53405,County_53405,Other,Urban,32648.0,31863.0,12555.0,0.507
43191,County_43191,Texas,Rural,68321.0,67566.0,34980.0,0.448
29109,County_29109,New Hampshire,Urban,34591.0,31229.0,7226.0,0.47
42885,County_42885,Tennessee,Urban,50793.0,50391.0,22786.0,0.413
46813,County_46813,Virginia,Urban,67443.0,67836.0,28282.0,0.45
56611,County_56611,Other,Rural,51959.0,49593.0,25427.0,0.454
56389,County_56389,Other,Rural,38614.0,38608.0,12871.0,0.49
13639,County_13639,Illinois,Rural,41904.0,44083.0,16653.0,0.46
32299,County_32299,New York,Rural,32976.0,31890.0,14674.0,0.476
53437,County_53437,Other,Rural,60230.0,60920.0,24014.0,0.44
3863,County_3863,Arizona,Rural,53055.0,52607.0,31150.0,0.446
3623,County_3623,Arizona,Urban,43887.0,43755.0,16575.0,0.463
20195,County_20195,Maryland,Rural,34696.0,34753.0,16274.0,0.454
20217,County_20217,Maryland,Rural,31588.0,31772.0,19915.0,0.495
55191,County_55191,Other,Suburban/Small City,47840.0,45028.0,,0.466
45111,County_45111,Vermont,Urban,52742.0,52654.0,18213.0,0.496
49413,County_49413,Wisconsin,Rural,38923.0,38271.0,22404.0,0.488
9433,County_9433,Florida,Urban,47923.0,47560.0,27572.0,0.445
9447,County_9447,Florida,Rural,61205.0,60769.0,29749.0,0.46
13503,County_13503,Illinois,Rural,46557.0,45537.0,18460.0,0.481
49495,County_49495,Wisconsin,Urban,62816.0,61171.0,29921.0,0.395
43743,County_43743,Texas,Rural,53707.0,55692.0,22696.0,0.471
54567,County_54567,Other,Rural,44196.0,45799.0,13295.0,0.487
21635,County_21635,Massachusetts,Rural,59637.0,57511.0,21927.0,0.499
24337,County_24337,Mississippi,Urban,69456.0,69822.0,22804.0,0.484
46057,County_46057,Virginia,Rural,63415.0,63455.0,25783.0,0.431
18375,County_18375,Louisiana,Urban,58828.0,57567.0,26728.0,0.453
38785,County_38785,Pennsylvania,Rural,28532.0,29146.0,11969.0,
6091,County_6091,Colorado,Rural,38700.0,37592.0,21434.0,0.469
53963,County_53963,Other,Urban,53248.0,54192.0,23801.0,0.426
20645,County_20645,Maryland,Rural,44227.0,43544.0,20244.0,
29107,County_29107,New Hampshire,Suburban/Small City,44205.0,43436.0,21869.0,0.463
23565,County_23565,Minnesota,Urban,41684.0,40502.0,16573.0,0.496
27163,County_27163,Nebraska,Urban,37987.0,37911.0,18454.0,0.488
24645,County_24645,Mississippi,Rural,62275.0,62932.0,26175.0,0.442
10817,County_10817,Georgia,Rural,45836.0,46509.0,22045.0,0.455
55055,County_55055,Other,Urban,45516.0,,18541.0,0.479
10715,County_10715,Georgia,Rural,60687.0,58924.0,27732.0,0.454
48817,County_48817,West Virginia,Rural,65406.0,65831.0,22156.0,0.449
14117,County_14117,Indiana,Rural,52506.0,54874.0,21879.0,0.495
46873,County_46873,Virginia,Rural,77003.0,77429.0,33355.0,0.422
54339,County_54339,Other,Rural,41200.0,39239.0,14428.0,0.476
1279,County_1279,Alabama,Urban,31917.0,31199.0,13034.0,0.487
16301,County_16301,Kansas,Urban,47516.0,49126.0,18747.0,0.468
28243,County_28243,Nevada,Urban,47365.0,,19444.0,0.447
25353,County_25353,Missouri,Rural,59796.0,56974.0,26824.0,0.424
15573,County_15573,Iowa,Rural,41853.0,40946.0,13158.0,0.464
34729,County_34729,North Dakota,Rural,33426.0,34193.0,16275.0,0.481
18523,County_18523,Louisiana,Rural,69975.0,67584.0,23313.0,0.448
31669,County_31669,New Mexico,Rural,65969.0,64073.0,29256.0,0.413
10271,County_10271,Georgia,Rural,73995.0,75174.0,27105.0,0.426
55621,County_55621,Other,Rural,37389.0,38989.0,9800.0,0.457
55887,County_55887,Other,Urban,52953.0,50692.0,23993.0,0.444
38841,County_38841,Pennsylvania,Rural,35171.0,33827.0,15956.0,0.521
5405,County_5405,California,Urban,58161.0,59373.0,28553.0,0.47
23153,County_23153,Minnesota,Rural,68849.0,67412.0,26543.0,0.426
17523,County_17523,Kentucky,Rural,33870.0,32456.0,19345.0,0.51
8775,County_8775,Delaware,Rural,43486.0,43265.0,17963.0,0.462
27223,County_27223,Nebraska,Rural,42570.0,41957.0,23469.0,0.482
41509,County_41509,South Dakota,Urban,44217.0,42537.0,18278.0,0.485
52601,County_52601,Other,Rural,56966.0,56052.0,27963.0,0.474
33973,County_33973,North Carolina,Urban,62564.0,59688.0,20190.0,0.452
39317,County_39317,Rhode Island,Urban,51451.0,50149.0,22690.0,0.452
50489,County_50489,Wyoming,Suburban/Small City,47763.0,48840.0,24737.0,0.457
51067,County_51067,Other,Rural,55694.0,53631.0,24234.0,0.495
24819,County_24819,Mississippi,Rural,42368.0,41728.0,19004.0,0.48
27775,County_27775,Nebraska,Rural,54444.0,52084.0,22930.0,0.485
54963,County_54963,Other,Urban,46970.0,45864.0,29487.0,0.434
27041,County_27041,Nebraska,Urban,47872.0,49636.0,21032.0,0.489
56649,County_56649,Other,Rural,37834.0,38556.0,16084.0,0.493
18415,County_18415,Louisiana,Rural,63370.0,62557.0,27946.0,0.461
45515,County_45515,Vermont,Rural,62667.0,61691.0,28691.0,0.471
9223,County_9223,Florida,Suburban/Small City,66404.0,68649.0,35447.0,0.475
37317,County_37317,Oregon,Rural,52903.0,51750.0,21476.0,0.454
29981,County_29981,New Hampshire,Rural,68857.0,69688.0,29557.0,0.448
6211,County_6211,Colorado,Rural,59506.0,58747.0,24030.0,0.453
10477,County_10477,Georgia,Rural,51675.0,53236.0,20908.0,0.444
9835,County_9835,Florida,Rural,63095.0,63725.0,24716.0,0.466
32241,County_32241,New York,Rural,54691.0,55428.0,27639.0,0.452
54903,County_54903,Other,Urban,76858.0,79150.0,38647.0,0.416
45947,County_45947,Vermont,Rural,34110.0,34107.0,19444.0,0.441
9787,County_9787,Florida,Rural,62247.0,61939.0,19855.0,0.429
44011,County_44011,Utah,Urban,42208.0,41466.0,16984.0,0.485
41863,County_41863,South Dakota,Rural,55901.0,55121.0,22593.0,0.455
35433,County_35433,Ohio,Urban,54234.0,53192.0,,0.446
7401,County_7401,Connecticut,Rural,30792.0,31939.0,18487.0,0.496
53577,County_53577,Other,Rural,,28709.0,13819.0,0.483
50495,County_50495,Wyoming,Rural,55882.0,58169.0,22254.0,0.466
38425,County_38425,Pennsylvania,Urban,48892.0,48810.0,20017.0,0.46
51053,County_51053,Other,Urban,64390.0,64743.0,29465.0,0.419
43589,County_43589,Texas,Urban,50219.0,50332.0,20803.0,0.426
36921,County_36921,Oklahoma,Urban,37736.0,37812.0,9428.0,0.503
19853,County_19853,Maine,Rural,64462.0,63443.0,23464.0,0.436
41763,County_41763,South Dakota,Rural,63621.0,63881.0,23890.0,0.418
6749,County_6749,Colorado,Rural,34538.0,33996.0,16998.0,0.498
9691,County_9691,Florida,Urban,68686.0,72461.0,28069.0,0.456
20341,County_20341,Maryland,Urban,51126.0,53379.0,22986.0,0.464
48217,County_48217,West Virginia,Rural,55300.0,54939.0,28487.0,0.469
40611,County_40611,South Carolina,Rural,,39114.0,21153.0,0.485
13961,County_13961,Illinois,Rural,59963.0,59105.0,14850.0,0.46
3987,County_3987,Arizona,Rural,28592.0,,8302.0,0.451
32871,County_32871,New York,Rural,49411.0,51820.0,,0.464
35963,County_35963,Ohio,Rural,69873.0,68261.0,23838.0,
22401,County_22401,Michigan,Urban,48953.0,47716.0,22422.0,0.48
17613,County_17613,Kentucky,Suburban/Small City,58553.0,59073.0,28437.0,0.468
22329,County_22329,Michigan,Rural,65005.0,65922.0,29390.0,0.462
42313,County_42313,Tennessee,Rural,35301.0,34296.0,11565.0,0.482
48061,County_48061,West Virginia,Rural,81102.0,82090.0,32152.0,0.435
2217,County_2217,Alaska,Rural,58378.0,58859.0,23794.0,0.459
15453,County_15453,Iowa,Rural,59061.0,61365.0,17465.0,0.454
56365,County_56365,Other,Urban,60547.0,59123.0,29197.0,0.461
37599,County_37599,Oregon,Rural,67354.0,63098.0,28539.0,0.427
2817,County_2817,Alaska,Rural,43343.0,41186.0,18412.0,0.479
8777,County_8777,Delaware,Rural,37184.0,39329.0,16914.0,0.475
32497,County_32497,New York,Rural,,34295.0,9252.0,0.506
27981,County_27981,Nebraska,Rural,50392.0,50931.0,23265.0,0.467
55723,County_55723,Other,Urban,31793.0,31682.0,18058.0,0.534
50537,County_50537,Wyoming,Urban,34424.0,35456.0,16518.0,0.449
27905,County_27905,Nebraska,Rural,50604.0,50365.0,17334.0,0.457
47537,County_47537,Washington,Rural,55112.0,52846.0,23911.0,0.431
40071,County_40071,South Carolina,Rural,33981.0,36618.0,19603.0,0.497
49971,County_49971,Wisconsin,Urban,71040.0,,31204.0,0.416
13521,County_13521,Illinois,Rural,41486.0,39703.0,19302.0,0.454
54147,County_54147,Other,Urban,52468.0,52437.0,,0.415
8185,County_8185,Delaware,Rural,76380.0,74853.0,26803.0,0.433
49061,County_49061,Wisconsin,Urban,35803.0,34455.0,12401.0,0.539
50845,County_50845,Wyoming,Rural,63174.0,59572.0,29428.0,0.454
49029,County_49029,Wisconsin,Suburban/Small City,64398.0,62792.0,18457.0,0.461
16493,County_16493,Kansas,Urban,52495.0,51127.0,23212.0,0.452
21223,County_21223,Massachusetts,Rural,38886.0,39014.0,16129.0,0.517
49339,County_49339,Wisconsin,Rural,28333.0,30615.0,15367.0,0.509
50393,County_50393,Wyoming,Urban,48011.0,45887.0,20071.0,0.477
25807,County_25807,Missouri,Rural,62893.0,63139.0,26093.0,0.452
51569,County_51569,Other,Urban,55314.0,57164.0,17990.0,0.457
40665,County_40665,South Carolina,Rural,65208.0,62753.0,22020.0,0.448
2011,County_2011,Alaska,Rural,50511.0,50406.0,19619.0,0.506
3505,County_3505,Arizona,Suburban/Small City,47047.0,50603.0,18213.0,0.448
23551,County_23551,Minnesota,Rural,43561.0,42974.0,23429.0,0.439
23273,County_23273,Minnesota,Urban,72940.0,74070.0,29389.0,0.461
11113,County_11113,Hawaii,Rural,36184.0,35697.0,20701.0,0.487
33783,County_33783,North Carolina,Rural,39022.0,37919.0,13231.0,0.514
36329,County_36329,Oklahoma,Rural,32065.0,31851.0,,0.492
45091,County_45091,Vermont,Urban,62081.0,60619.0,28804.0,0.448
10583,County_10583,Georgia,Urban,73596.0,74721.0,27791.0,0.407
48403,County_48403,West Virginia,Urban,56478.0,54705.0,30680.0,0.445
12343,County_12343,Idaho,Rural,68393.0,67774.0,31217.0,0.445
2817,County_2817,Alaska,Rural,45217.0,45015.0,22264.0,0.453
37965,County_37965,Oregon,Suburban/Small City,79025.0,78826.0,35464.0,0.398
27379,County_27379,Nebraska,Suburban/Small City,39910.0,41665.0,21094.0,0.477
40207,County_40207,South Carolina,Rural,36640.0,37391.0,25513.0,0.446
4097,County_4097,Arkansas,Rural,24732.0,25952.0,12027.0,0.478
3417,County_3417,Arizona,Rural,74247.0,75431.0,37071.0,0.436
51629,County_51629,Other,Urban,53944.0,55811.0,,0.409
33019,County_33019,North Carolina,Urban,38794.0,37512.0,12661.0,0.494
34105,County_34105,North Dakota,Suburban/Small City,43314.0,44923.0,15106.0,0.483
39165,County_39165,Rhode Island,Rural,56950.0,57088.0,24092.0,0.441
35495,County_35495,Ohio,Urban,30765.0,33814.0,6566.0,0.499
7639,County_7639,Connecticut,Urban,50722.0,52339.0,19964.0,0.486
32711,County_32711,New York,Urban,,61234.0,15638.0,0.474
11571,County_11571,Hawaii,Rural,71955.0,73890.0,30353.0,0.442
6465,County_6465,Colorado,Urban,71287.0,72505.0,29317.0,0.402
49955,County_49955,Wisconsin,Urban,66054.0,65371.0,31817.0,0.448
38251,County_38251,Pennsylvania,Urban,36124.0,36447.0,20548.0,0.46
34105,County_34105,North Dakota,Rural,72691.0,73468.0,28829.0,0.434
13495,County_13495,Illinois,Urban,47841.0,47212.0,13921.0,0.464
23375,County_23375,Minnesota,Urban,50965.0,48567.0,25115.0,0.426
17885,County_17885,Kentucky,Urban,40916.0,41440.0,21335.0,0.435
6083,County_6083,Colorado,Rural,52479.0,52391.0,20421.0,0.442
36861,County_36861,Oklahoma,Urban,68089.0,68250.0,23789.0,0.422
8843,County_8843,Delaware,Urban,54614.0,53873.0,21047.0,0.446
50889,County_50889,Wyoming,Rural,75171.0,74243.0,31139.0,0.46
19971,County_19971,Maine,Urban,26964.0,28433.0,11794.0,0.467
53901,County_53901,Other,Rural,,40027.0,15323.0,0.473
37221,County_37221,Oregon,Suburban/Small City,60185.0,60996.0,27715.0,0.438
35291,County_35291,Ohio,Rural,41734.0,41653.0,16388.0,0.482
9251,County_9251,Florida,Rural,65047.0,65448.0,23726.0,0.429
50781,County_50781,Wyoming,Urban,67895.0,68164.0,27863.0,0.418
18917,County_18917,Louisiana,Rural,42566.0,44683.0,19712.0,0.451
1491,County_1491,Alabama,Rural,41548.0,40392.0,22191.0,0.46
9473,County_9473,Florida,Rural,63542.0,60070.0,33025.0,0.41
38877,County_38877,Pennsylvania,Urban,58370.0,58327.0,24768.0,0.464
34619,County_34619,North Dakota,Suburban/Small City,55183.0,53606.0,21889.0,0.48
46715,County_46715,Virginia,Urban,39151.0,35375.0,14777.0,0.472
27921,County_27921,Nebraska,Rural,32265.0,30869.0,16251.0,0.467
16159,County_16159,Kansas,Urban,56571.0,57258.0,23981.0,0.42
36661,County_36661,Oklahoma,Urban,61704.0,63560.0,25124.0,0.448
40095,County_40095,South Carolina,Rural,57891.0,58676.0,18244.0,0.46
22655,County_22655,Michigan,Suburban/Small City,24732.0,24283.0,16369.0,0.517
20935,County_20935,Maryland,Urban,57836.0,61289.0,21268.0,0.458
47411,County_47411,Washington,Urban,55632.0,55590.0,19177.0,0.442
49053,County_49053,Wisconsin,Rural,33306.0,32395.0,22543.0,0.501
11917,County_11917,Hawaii,Urban,58241.0,56257.0,19526.0,0.456
52111,County_52111,Other,Urban,68361.0,68581.0,30530.0,0.442
31145,County_31145,New Mexico,Suburban/Small City,47143.0,47217.0,22646.0,0.503
15919,County_15919,Iowa,Urban,84149.0,82639.0,35961.0,0.427
