COUNTYFIPS,COUNTY,STATE,community_type,insurance_coverage_pct,uninsured_pct,uninsured_below64_pct,sahie_uninsured_pct,pct_private_insurance,pct_medicaid,pct_medicare_only
25097,County_25097,Missouri,Rural,94.06,,6.89,6.46,49.33,6.05,6.26
26859,County_26859,Montana,Urban,64.12,35.88,43.68,36.22,24.09,53.01,5.82
53673,County_53673,Other,Urban,71.28,28.72,33.87,28.26,41.05,44.42,
18287,County_18287,Louisiana,Rural,66.76,33.24,39.83,34.2,30.74,48.98,8.58
31835,County_31835,New Mexico,Suburban/Small City,86.63,13.37,15.2,13.92,,18.48,6.23
46557,County_46557,Virginia,Urban,87.86,12.14,14.06,12.36,,25.87,6.28
31365,County_31365,New Mexico,Urban,91.26,8.74,11.35,8.95,39.29,27.42,6.07
46169,County_46169,Virginia,Rural,68.33,31.67,38.24,32.2,43.36,39.66,5.24
1163,County_1163,Alabama,Rural,79.18,20.82,25.32,21.56,39.19,41.46,
38345,County_38345,Pennsylvania,Rural,66.74,33.26,39.97,33.51,32.23,47.28,8.11
22009,County_22009,Michigan,Urban,67.05,32.95,38.71,32.82,27.51,52.75,6.26
16905,County_16905,Kansas,Rural,74.06,25.94,31.48,26.28,39.5,34.44,6.35
11095,County_11095,Hawaii,Urban,78.58,21.42,25.86,21.91,37.87,38.31,6.43
6807,County_6807,Colorado,Rural,78.68,21.32,25.02,,45.92,28.17,4.16
10155,County_10155,Georgia,Rural,75.53,24.47,29.54,24.3,45.03,40.73,6.05
52691,County_52691,Other,Suburban/Small City,82.9,17.1,20.35,17.38,30.63,25.24,6.81
19175,County_19175,Maine,Rural,67.57,32.43,38.96,32.94,34.35,35.68,4.53
20827,County_20827,Maryland,Rural,83.78,16.22,19.71,16.87,36.6,34.32,7.8
2897,County_2897,Alaska,Urban,,10.61,13.44,10.68,47.91,,4.71
42229,County_42229,Tennessee,Rural,89.67,10.33,11.53,10.91,49.28,11.81,5.83
36363,County_36363,Oklahoma,Urban,84.01,15.99,18.65,,46.68,28.86,5.61
53217,County_53217,Other,Rural,76.78,23.22,28.01,23.01,48.24,29.0,4.9
30777,County_30777,New Jersey,Urban,82.68,17.32,20.21,17.05,49.45,23.93,5.75
35345,County_35345,Ohio,Rural,64.6,35.4,41.98,35.35,34.83,50.01,5.49
22593,County_22593,Michigan,Suburban/Small City,66.06,33.94,40.69,34.55,36.77,50.3,6.49
34281,County_34281,North Dakota,Suburban/Small City,69.47,30.53,36.85,30.69,34.73,42.88,4.89
16163,County_16163,Kansas,Rural,92.19,7.81,9.65,8.18,51.7,18.04,6.3
48639,County_48639,West Virginia,Rural,78.7,21.3,25.14,21.73,36.5,33.47,4.68
41933,County_41933,South Dakota,Urban,80.62,19.38,23.09,19.53,43.54,33.69,7.7
56543,County_56543,Other,Suburban/Small City,75.44,24.56,30.14,24.78,42.35,35.99,6.36
6771,County_6771,Colorado,Rural,79.23,20.77,24.8,21.0,50.93,31.97,5.11
55779,County_55779,Other,Rural,80.59,19.41,23.57,19.6,,25.89,7.56
20367,County_20367,Maryland,Rural,,10.41,12.43,10.7,48.93,26.28,7.42
21695,County_21695,Massachusetts,Urban,87.36,12.64,15.28,12.05,45.69,20.71,7.43
19133,County_19133,Maine,Rural,70.4,29.6,36.07,29.92,37.73,33.35,5.79
44261,County_44261,Utah,Urban,92.59,7.41,9.0,8.21,59.04,21.58,6.59
53107,County_53107,Other,Rural,78.48,21.52,25.76,22.6,36.1,34.35,7.78
55825,County_55825,Other,Urban,63.0,37.0,45.08,37.09,29.91,42.06,7.22
43457,County_43457,Texas,Rural,86.87,13.13,15.01,13.12,52.93,24.73,8.31
2211,County_2211,Alaska,Rural,78.26,21.74,25.74,22.5,41.41,32.7,6.92
7691,County_7691,Connecticut,Urban,80.0,20.0,24.12,20.01,40.34,26.38,5.62
15963,County_15963,Iowa,Rural,,30.98,37.74,30.69,31.42,35.84,4.51
3375,County_3375,Arizona,Urban,71.34,28.66,33.93,29.37,32.89,44.94,5.52
46239,County_46239,Virginia,Urban,76.71,23.29,27.77,23.85,35.04,41.83,7.02
39035,County_39035,Rhode Island,Rural,82.68,17.32,21.13,17.97,37.35,33.51,5.9
35879,County_35879,Ohio,Rural,94.31,5.69,7.74,6.0,54.68,15.81,6.18
56227,County_56227,Other,Rural,77.62,22.38,27.46,22.64,40.23,34.2,
55019,County_55019,Other,Rural,74.78,25.22,29.26,25.24,39.07,32.61,5.55
7345,County_7345,Connecticut,Rural,76.23,23.77,28.95,24.07,35.26,33.83,3.58
54587,County_54587,Other,Urban,76.16,23.84,28.87,24.43,41.83,37.5,4.76
15321,County_15321,Iowa,Urban,,29.64,36.21,30.15,30.76,44.22,3.31
5153,County_5153,California,Rural,69.67,30.33,36.94,30.08,40.26,43.4,
43193,County_43193,Texas,Rural,86.46,13.54,17.19,,52.44,22.1,7.81
40725,County_40725,South Carolina,Urban,66.18,33.82,41.11,34.34,29.99,43.62,4.89
55325,County_55325,Other,Rural,88.0,12.0,14.38,,44.59,32.44,6.91
55511,County_55511,Other,Rural,72.26,27.74,32.88,28.56,30.05,37.78,4.16
6979,County_6979,Colorado,Urban,71.12,28.88,34.77,30.28,43.87,39.02,4.58
34185,County_34185,North Dakota,Rural,74.18,25.82,31.75,25.84,36.88,39.68,4.39
9707,County_9707,Florida,Urban,75.85,24.15,,24.7,28.46,38.74,5.9
15601,County_15601,Iowa,Rural,74.02,25.98,31.34,26.11,36.78,44.21,5.7
19877,County_19877,Maine,Rural,72.07,27.93,34.44,27.6,23.2,37.27,5.92
32447,County_32447,New York,Urban,68.11,31.89,37.55,31.44,42.16,44.7,4.61
18251,County_18251,Louisiana,Rural,73.69,26.31,31.34,26.15,32.48,45.29,3.69
54869,County_54869,Other,Rural,80.67,19.33,23.34,19.24,36.64,36.4,8.34
31923,County_31923,New Mexico,Rural,83.57,16.43,20.01,16.81,38.19,23.73,7.14
45809,County_45809,Vermont,Rural,77.31,22.69,28.21,23.12,40.95,32.74,7.83
9041,County_9041,Florida,Rural,67.35,32.65,39.85,33.36,31.56,42.91,2.46
49123,County_49123,Wisconsin,Rural,,35.96,43.16,36.06,23.25,43.95,6.79
52627,County_52627,Other,Urban,88.43,11.57,14.5,10.72,45.18,,4.37
2253,County_2253,Alaska,Urban,67.15,32.85,39.54,33.51,34.79,45.33,5.72
31513,County_31513,New Mexico,Rural,85.27,14.73,17.62,14.85,51.17,30.34,7.67
54461,County_54461,Other,Rural,77.76,22.24,27.29,22.53,30.26,32.21,5.97
44285,County_44285,Utah,Rural,79.9,20.1,24.71,20.57,,31.51,2.96
51829,County_51829,Other,Rural,77.93,22.07,26.94,21.85,32.66,38.95,3.92
50039,County_50039,Wyoming,Urban,79.5,20.5,23.94,20.21,40.66,42.76,6.12
19867,County_19867,Maine,Rural,72.7,27.3,33.08,27.38,43.83,43.84,8.64
4577,County_4577,Arkansas,Rural,68.82,31.18,37.21,31.94,34.73,44.38,5.03
44845,County_44845,Utah,Rural,62.63,37.37,44.96,38.28,38.69,52.36,3.14
41849,County_41849,South Dakota,Rural,74.06,25.94,30.51,27.04,36.55,41.22,5.85
48779,County_48779,West Virginia,Rural,72.17,27.83,33.74,27.65,32.29,42.46,8.52
28817,County_28817,Nevada,Urban,79.63,20.37,23.84,20.61,35.34,35.88,5.86
31929,County_31929,New Mexico,Suburban/Small City,67.7,32.3,39.07,31.43,35.75,43.04,5.37
48391,County_48391,West Virginia,Urban,87.21,12.79,14.99,13.12,51.02,21.1,6.62
36571,County_36571,Oklahoma,Rural,76.87,23.13,27.54,22.99,34.23,38.44,4.78
34787,County_34787,North Dakota,Rural,70.62,29.38,35.47,29.6,33.76,36.06,4.84
27129,County_27129,Nebraska,Rural,71.7,28.3,33.97,28.47,32.42,44.43,8.18
7991,County_7991,Connecticut,Suburban/Small City,73.18,26.82,,,33.62,40.68,7.56
39313,County_39313,Rhode Island,Urban,88.81,11.19,12.43,11.67,48.13,18.88,7.83
31275,County_31275,New Mexico,Rural,89.36,10.64,13.13,11.26,55.88,22.9,7.63
11567,County_11567,Hawaii,Urban,85.53,14.47,17.46,14.6,50.25,35.16,5.25
33715,County_33715,North Carolina,Rural,69.67,30.33,36.35,30.05,35.76,44.79,5.85
10557,County_10557,Georgia,Rural,72.23,27.77,33.81,28.15,36.4,36.33,4.91
30063,County_30063,New Jersey,Urban,63.5,36.5,44.1,36.6,29.17,48.04,6.78
29663,County_29663,New Hampshire,Rural,89.45,10.55,13.04,11.29,38.75,21.04,5.45
30173,County_30173,New Jersey,Urban,80.75,19.25,22.1,18.8,39.1,24.31,5.55
36793,County_36793,Oklahoma,Rural,86.14,13.86,16.48,14.4,53.83,25.68,6.86
34439,County_34439,North Dakota,Suburban/Small City,,16.46,19.78,16.74,40.69,28.91,3.7
51939,County_51939,Other,Urban,75.5,24.5,29.47,24.41,35.37,,7.57
51221,County_51221,Other,Urban,82.14,17.86,21.33,18.07,38.71,20.21,2.69
20259,County_20259,Maryland,Rural,75.67,24.33,28.59,24.27,44.48,41.49,7.93
35941,County_35941,Ohio,Suburban/Small City,81.37,18.63,22.17,18.89,39.99,27.21,4.83
16959,County_16959,Kansas,Rural,75.26,24.74,30.17,24.86,36.74,41.71,7.59
21391,County_21391,Massachusetts,Urban,65.1,34.9,41.51,34.9,29.4,46.91,8.15
48645,County_48645,West Virginia,Rural,59.58,40.42,47.84,41.02,19.8,41.08,9.98
51979,County_51979,Other,Rural,83.23,16.77,20.07,16.84,47.24,24.62,4.82
25271,County_25271,Missouri,Urban,75.88,24.12,29.3,24.41,,44.71,4.27
49049,County_49049,Wisconsin,Rural,80.74,,22.7,19.88,37.71,31.35,7.41
44657,County_44657,Utah,Suburban/Small City,87.32,12.68,15.15,13.08,51.8,15.21,7.05
15163,County_15163,Iowa,Rural,65.73,34.27,40.86,34.05,32.68,49.56,4.97
21943,County_21943,Massachusetts,Urban,84.14,15.86,19.08,16.85,46.85,25.04,
12539,County_12539,Idaho,Rural,82.16,17.84,21.24,17.92,50.43,24.92,4.71
3221,County_3221,Arizona,Rural,78.81,21.19,24.9,21.43,45.45,40.17,6.3
36299,County_36299,Oklahoma,Urban,85.78,14.22,17.6,14.39,37.76,22.01,4.59
50245,County_50245,Wyoming,Urban,74.91,25.09,30.0,26.39,35.99,39.46,6.95
11725,County_11725,Hawaii,Rural,83.73,16.27,,17.01,41.23,32.71,4.33
19761,County_19761,Maine,Rural,87.19,12.81,15.31,11.83,42.71,21.57,7.35
40441,County_40441,South Carolina,Urban,75.41,24.59,29.71,24.82,53.55,39.71,4.04
23591,County_23591,Minnesota,Urban,79.11,,25.35,21.04,35.52,40.66,
4415,County_4415,Arkansas,Rural,,33.02,39.23,,32.54,42.92,8.84
51759,County_51759,Other,Urban,92.87,7.13,9.07,7.16,52.06,15.82,6.52
29161,County_29161,New Hampshire,Rural,83.97,16.03,19.16,16.16,49.23,27.01,4.47
55581,County_55581,Other,Urban,81.36,18.64,22.15,19.27,40.75,28.59,4.83
46645,County_46645,Virginia,Rural,79.93,,24.2,20.2,40.96,36.74,4.24
43773,County_43773,Texas,Rural,89.08,10.92,13.05,11.37,43.43,23.89,5.02
42531,County_42531,Tennessee,Rural,79.6,20.4,24.21,20.08,36.36,39.96,5.08
12399,County_12399,Idaho,Rural,68.6,31.4,37.67,30.99,19.04,45.92,4.68
28259,County_28259,Nevada,Urban,71.39,28.61,34.23,29.4,33.45,42.26,5.91
21443,County_21443,Massachusetts,Rural,72.58,27.42,32.63,26.49,35.09,40.94,6.02
55573,County_55573,Other,Rural,62.92,37.08,45.06,36.92,26.18,43.87,
52047,County_52047,Other,Urban,82.9,17.1,19.72,17.6,53.19,18.83,5.6
52749,County_52749,Other,Rural,93.95,6.05,7.34,6.02,54.59,13.96,9.59
52953,County_52953,Other,Suburban/Small City,80.12,19.88,23.82,20.66,33.89,23.4,5.61
44417,County_44417,Utah,Urban,70.14,29.86,36.35,30.39,36.34,48.03,4.91
45195,County_45195,Vermont,Rural,85.68,14.32,16.55,14.51,31.66,21.14,7.63
46105,County_46105,Virginia,Rural,76.47,23.53,27.94,23.33,38.15,30.25,5.56
49833,County_49833,Wisconsin,Urban,87.47,12.53,15.22,12.29,40.14,29.49,8.34
29333,County_29333,New Hampshire,Rural,63.84,36.16,43.69,36.07,30.47,44.76,3.58
24023,County_24023,Mississippi,Rural,75.24,24.76,29.89,24.85,44.49,36.66,4.32
26865,County_26865,Montana,Urban,82.73,17.27,20.79,17.1,47.18,34.15,1.81
26171,County_26171,Montana,Rural,71.04,28.96,34.41,29.51,30.22,36.69,6.39
17149,County_17149,Kentucky,Rural,89.59,10.41,12.97,10.8,50.3,28.61,6.17
44167,County_44167,Utah,Rural,78.83,21.17,24.75,21.1,36.1,,5.56
34375,County_34375,North Dakota,Rural,81.6,18.4,22.77,17.87,33.91,31.08,6.82
7389,County_7389,Connecticut,Urban,85.97,14.03,17.52,14.47,50.42,11.46,2.5
46943,County_46943,Virginia,Suburban/Small City,77.01,22.99,28.75,23.31,38.89,,6.62
30789,County_30789,New Jersey,Urban,84.5,15.5,19.35,15.82,35.85,28.8,3.19
21461,County_21461,Massachusetts,Rural,90.25,9.75,11.54,10.54,46.09,26.61,8.43
12597,County_12597,Idaho,Urban,90.47,9.53,11.8,8.8,,15.84,7.78
46749,County_46749,Virginia,Rural,89.92,10.08,11.9,10.18,55.15,,7.92
16271,County_16271,Kansas,Rural,79.17,20.83,24.78,20.9,39.88,36.81,8.53
9853,County_9853,Florida,Suburban/Small City,81.05,18.95,22.61,18.75,40.23,28.66,6.12
5551,County_5551,California,Rural,65.54,34.46,40.79,33.59,23.64,53.69,3.57
29239,County_29239,New Hampshire,Rural,80.21,19.79,24.19,20.03,47.98,30.62,7.74
31689,County_31689,New Mexico,Urban,78.4,21.6,25.04,21.78,47.23,,8.11
15983,County_15983,Iowa,Rural,90.45,9.55,10.52,10.0,58.84,22.67,6.78
4725,County_4725,Arkansas,Rural,87.67,12.33,15.18,12.41,51.24,26.28,4.46
36133,County_36133,Oklahoma,Rural,71.3,28.7,34.44,28.47,35.98,42.17,8.88
52521,County_52521,Other,Rural,72.06,27.94,,26.95,40.92,46.11,3.34
41525,County_41525,South Dakota,Rural,72.75,27.25,32.58,27.08,45.14,38.59,7.98
22793,County_22793,Michigan,Rural,85.75,14.25,17.73,13.57,53.39,26.88,7.62
43219,County_43219,Texas,Suburban/Small City,66.59,33.41,39.82,33.72,30.74,50.17,6.05
2041,County_2041,Alaska,Suburban/Small City,78.33,21.67,27.03,23.01,,32.36,7.23
2473,County_2473,Alaska,Urban,93.05,6.95,8.62,7.69,57.33,16.88,7.75
10371,County_10371,Georgia,Suburban/Small City,67.2,32.8,39.49,32.93,28.86,45.11,3.14
26787,County_26787,Montana,Rural,81.69,18.31,22.0,18.6,43.18,32.0,6.33
34667,County_34667,North Dakota,Rural,93.26,6.74,8.77,6.84,52.48,29.21,4.53
30431,County_30431,New Jersey,Rural,72.35,27.65,33.05,26.67,40.94,33.27,5.1
20109,County_20109,Maryland,Rural,65.05,34.95,41.53,35.53,22.46,46.32,3.54
32809,County_32809,New York,Rural,77.98,22.02,26.9,23.21,40.22,31.09,7.06
3983,County_3983,Arizona,Urban,80.37,19.63,22.78,19.54,37.47,31.38,7.82
7967,County_7967,Connecticut,Suburban/Small City,93.3,6.7,7.78,6.29,49.1,17.58,6.56
34673,County_34673,North Dakota,Rural,73.53,26.47,31.39,27.08,23.23,49.05,4.43
56315,County_56315,Other,Rural,82.92,17.08,21.32,17.51,40.06,27.53,7.21
12339,County_12339,Idaho,Suburban/Small City,90.95,9.05,10.87,9.11,57.25,16.05,5.81
50057,County_50057,Wyoming,Suburban/Small City,72.1,27.9,34.21,26.82,34.37,40.48,4.3
37981,County_37981,Oregon,Rural,76.05,23.95,28.74,24.71,39.74,37.59,2.79
38669,County_38669,Pennsylvania,Rural,70.85,29.15,34.86,28.9,36.7,44.82,6.21
6465,County_6465,Colorado,Suburban/Small City,73.63,26.37,32.03,26.88,35.95,39.55,5.58
10625,County_10625,Georgia,Rural,83.4,16.6,20.34,16.99,48.47,34.03,2.28
12173,County_12173,Idaho,Urban,69.22,30.78,37.41,30.8,40.76,54.01,4.96
41265,County_41265,South Dakota,Urban,83.17,16.83,19.78,17.1,51.36,21.26,5.32
26969,County_26969,Montana,Rural,81.12,18.88,23.07,19.89,44.99,30.92,9.28
41427,County_41427,South Dakota,Rural,85.23,14.77,17.36,14.68,42.42,27.17,4.74
49683,County_49683,Wisconsin,Urban,85.32,14.68,18.02,,41.97,22.28,7.14
31717,County_31717,New Mexico,Rural,80.43,19.57,23.94,19.91,29.37,32.89,7.91
46185,County_46185,Virginia,Rural,93.55,6.45,8.7,7.58,54.41,18.3,6.6
8607,County_8607,Delaware,Rural,72.75,27.25,32.37,27.63,32.72,48.42,3.97
16097,County_16097,Kansas,Urban,78.51,21.49,25.01,21.91,40.25,38.79,2.64
52637,County_52637,Other,Rural,70.15,29.85,36.67,29.84,27.23,43.74,7.01
22729,County_22729,Michigan,Rural,80.23,19.77,24.0,20.08,39.18,29.69,
14011,County_14011,Indiana,Urban,80.02,19.98,24.71,19.59,46.06,34.06,5.73
54367,County_54367,Other,Suburban/Small City,78.74,21.26,,20.52,42.65,30.05,6.48
8799,County_8799,Delaware,Urban,76.32,23.68,,23.13,34.56,39.38,6.21
18623,County_18623,Louisiana,Rural,,31.17,37.36,31.08,30.73,52.91,4.48
30781,County_30781,New Jersey,Rural,84.31,15.69,18.26,16.55,36.91,34.45,
22461,County_22461,Michigan,Urban,71.6,28.4,34.22,28.65,34.87,34.49,4.95
31453,County_31453,New Mexico,Rural,80.0,20.0,23.42,19.83,43.37,27.29,5.59
48249,County_48249,West Virginia,Rural,85.28,14.72,17.44,14.49,48.62,29.47,4.72
15145,County_15145,Iowa,Rural,69.2,30.8,37.26,30.55,27.87,47.67,7.43
22631,County_22631,Michigan,Rural,77.81,22.19,27.11,22.95,37.0,28.49,8.7
19553,County_19553,Maine,Urban,77.7,22.3,27.51,21.56,44.32,25.63,5.91
28121,County_28121,Nevada,Urban,65.53,34.47,40.92,35.08,31.37,54.26,3.22
29689,County_29689,New Hampshire,Rural,78.05,21.95,25.97,22.63,33.26,35.55,5.26
9923,County_9923,Florida,Urban,89.54,10.46,12.05,11.62,53.1,24.45,5.98
56663,County_56663,Other,Rural,,24.89,29.01,25.17,30.19,44.22,5.17
41247,County_41247,South Dakota,Rural,72.14,27.86,33.55,28.28,26.63,47.44,6.62
55887,County_55887,Other,Rural,85.16,14.84,18.28,14.99,43.48,29.1,4.11
38027,County_38027,Pennsylvania,Rural,93.26,6.74,8.19,6.23,46.7,17.45,6.79
4427,County_4427,Arkansas,Urban,86.65,13.35,16.14,13.95,54.57,17.37,8.65
35119,County_35119,Ohio,Rural,76.1,23.9,29.05,,32.16,36.5,5.32
38653,County_38653,Pennsylvania,Rural,,18.47,22.29,,39.99,23.66,3.93
23177,County_23177,Minnesota,Rural,76.8,23.2,29.01,23.71,51.0,38.8,3.64
31783,County_31783,New Mexico,Rural,79.96,20.04,24.56,20.33,41.02,34.18,5.69
4113,County_4113,Arkansas,Rural,68.85,,37.98,30.83,40.11,42.54,6.96
51749,County_51749,Other,Urban,71.89,28.11,33.94,28.55,41.83,42.77,6.25
56515,County_56515,Other,Rural,72.1,,34.07,27.42,,37.71,5.02
49045,County_49045,Wisconsin,Rural,65.28,34.72,42.0,34.53,23.74,47.9,
17503,County_17503,Kentucky,Urban,78.7,21.3,24.89,20.98,45.07,27.6,5.31
37695,County_37695,Oregon,Rural,72.35,27.65,32.8,28.76,27.95,37.62,4.05
54479,County_54479,Other,Rural,88.15,11.85,14.51,12.42,50.0,22.16,
11423,County_11423,Hawaii,Rural,65.79,34.21,41.44,34.42,34.65,42.82,4.18
54907,County_54907,Other,Rural,91.5,8.5,10.18,8.54,59.95,28.11,4.41
4645,County_4645,Arkansas,Rural,,19.41,23.23,18.47,52.5,34.71,3.56
32735,County_32735,New York,Suburban/Small City,,20.94,25.11,21.13,35.1,43.46,8.19
29499,County_29499,New Hampshire,Suburban/Small City,91.79,8.21,10.03,8.77,54.7,20.99,5.55
41949,County_41949,South Dakota,Rural,77.27,22.73,27.32,23.56,40.34,30.67,8.25
1829,County_1829,Alabama,Rural,80.62,19.38,22.73,20.53,35.05,36.07,5.64
45565,County_45565,Vermont,Rural,76.53,23.47,27.6,24.16,,40.6,6.17
42031,County_42031,Tennessee,Rural,71.97,28.03,33.8,28.21,35.35,35.53,4.37
33173,County_33173,North Carolina,Rural,84.56,15.44,,16.36,44.57,,6.36
39417,County_39417,Rhode Island,Urban,91.77,8.23,10.6,8.17,45.45,16.02,6.41
12431,County_12431,Idaho,Urban,91.94,8.06,9.37,8.19,52.3,17.23,7.52
16537,County_16537,Kansas,Rural,81.41,18.59,22.34,17.9,35.0,20.5,4.77
22957,County_22957,Michigan,Urban,69.18,30.82,37.06,31.48,31.48,45.31,5.39
46863,County_46863,Virginia,Urban,79.13,20.87,25.4,21.37,52.78,26.82,5.82
40823,County_40823,South Carolina,Rural,73.99,26.01,30.52,25.79,37.49,38.75,5.71
51865,County_51865,Other,Suburban/Small City,72.29,27.71,32.9,27.61,35.49,40.74,5.81
17425,County_17425,Kentucky,Rural,85.48,14.52,18.03,15.23,57.63,33.09,7.05
31461,County_31461,New Mexico,Rural,80.68,19.32,23.09,19.63,41.02,26.94,6.15
44547,County_44547,Utah,Rural,86.41,13.59,16.23,15.35,42.74,26.28,2.9
43167,County_43167,Texas,Rural,88.57,11.43,13.24,11.77,45.74,20.42,4.23
31765,County_31765,New Mexico,Urban,69.88,30.12,35.76,30.33,33.67,41.78,6.76
35255,County_35255,Ohio,Rural,80.13,19.87,23.94,20.64,45.45,26.22,6.48
23249,County_23249,Minnesota,Rural,89.82,10.18,12.55,10.31,44.03,20.83,3.21
31671,County_31671,New Mexico,Rural,65.71,34.29,41.72,34.51,30.3,45.29,5.79
16245,County_16245,Kansas,Urban,,9.38,11.29,,48.74,22.83,5.81
15661,County_15661,Iowa,Rural,,19.38,23.5,19.98,39.14,31.63,5.56
46973,County_46973,Virginia,Urban,83.69,16.31,19.93,17.02,44.58,24.49,9.77
34071,County_34071,North Dakota,Rural,78.33,21.67,26.22,21.92,38.76,38.22,7.65
25917,County_25917,Missouri,Suburban/Small City,80.47,19.53,24.02,18.61,50.2,35.7,7.97
7173,County_7173,Connecticut,Rural,72.47,27.53,33.05,27.35,30.71,42.21,
20935,County_20935,Maryland,Urban,79.55,20.45,23.99,20.75,38.76,40.3,9.92
37569,County_37569,Oregon,Urban,68.18,31.82,38.22,30.98,36.18,29.43,5.58
56303,County_56303,Other,Rural,83.47,16.53,19.93,16.99,45.97,27.2,3.05
6505,County_6505,Colorado,Rural,78.44,21.56,25.68,22.0,38.46,40.1,3.31
25245,County_25245,Missouri,Rural,83.36,16.64,20.48,17.04,29.65,,7.85
43543,County_43543,Texas,Rural,73.62,26.38,31.76,25.67,35.89,31.56,4.74
53625,County_53625,Other,Urban,85.08,14.92,18.39,,39.19,33.24,8.89
44461,County_44461,Utah,Urban,86.52,13.48,15.7,14.5,39.81,17.88,8.31
40499,County_40499,South Carolina,Rural,78.75,21.25,24.66,21.69,41.22,35.46,5.02
1817,County_1817,Alabama,Urban,73.38,26.62,31.92,26.64,37.8,39.13,
22271,County_22271,Michigan,Urban,,27.23,33.15,27.34,27.29,43.81,4.65
12263,County_12263,Idaho,Urban,70.82,29.18,34.84,30.36,34.26,50.7,6.09
9917,County_9917,Florida,Urban,75.61,24.39,29.35,25.02,33.95,39.11,4.31
39983,County_39983,Rhode Island,Rural,93.42,6.58,8.42,7.01,54.14,25.41,8.25
10459,County_10459,Georgia,Urban,80.47,19.53,23.12,20.08,24.88,33.92,1.68
11387,County_11387,Hawaii,Rural,73.94,26.06,31.47,25.47,27.92,36.86,5.3
19493,County_19493,Maine,Rural,75.35,24.65,29.37,25.58,40.92,38.7,4.55
16629,County_16629,Kansas,Rural,86.55,13.45,16.16,13.58,51.99,9.33,4.36
1825,County_1825,Alabama,Rural,82.99,17.01,20.06,17.33,54.57,23.02,6.28
27947,County_27947,Nebraska,Urban,77.26,22.74,27.75,22.71,40.13,40.76,5.8
10487,County_10487,Georgia,Rural,82.67,17.33,21.21,17.92,44.35,32.33,6.39
42931,County_42931,Tennessee,Urban,87.25,12.75,15.18,12.7,39.84,13.63,9.19
22847,County_22847,Michigan,Rural,84.38,15.62,18.3,16.65,38.87,31.6,4.37
5643,County_5643,California,Rural,,30.98,37.05,31.28,26.19,47.61,5.28
25929,County_25929,Missouri,Suburban/Small City,,32.62,39.08,32.47,39.22,42.35,4.06
33641,County_33641,North Carolina,Urban,73.53,26.47,31.68,26.51,,43.43,6.62
24835,County_24835,Mississippi,Suburban/Small City,75.5,,29.4,24.93,31.26,39.83,1.68
23301,County_23301,Minnesota,Rural,72.94,27.06,32.56,26.25,38.94,35.12,4.81
39579,County_39579,Rhode Island,Urban,77.91,22.09,26.08,22.91,45.08,31.55,5.29
7401,County_7401,Connecticut,Rural,70.84,29.16,34.7,29.55,37.72,42.5,3.67
49551,County_49551,Wisconsin,Suburban/Small City,88.14,11.86,14.64,13.01,52.61,27.03,7.17
6445,County_6445,Colorado,Urban,71.11,28.89,34.35,29.35,29.56,40.8,4.93
44081,County_44081,Utah,Rural,86.57,13.43,16.83,13.63,45.07,20.92,6.8
45359,County_45359,Vermont,Urban,78.25,21.75,26.27,22.93,34.77,26.54,4.06
44721,County_44721,Utah,Rural,82.71,17.29,21.1,17.2,44.21,24.44,6.68
50489,County_50489,Wyoming,Urban,75.11,24.89,30.16,25.0,50.72,34.57,6.33
35795,County_35795,Ohio,Suburban/Small City,69.35,30.65,37.46,31.03,31.55,43.92,8.79
16477,County_16477,Kansas,Rural,81.78,,22.9,17.97,33.29,35.78,5.18
55727,County_55727,Other,Rural,70.57,29.43,34.69,30.5,24.49,38.59,4.84
15849,County_15849,Iowa,Urban,78.34,21.66,26.12,22.13,48.67,36.88,4.41
3413,County_3413,Arizona,Rural,78.05,21.95,26.54,22.87,35.23,34.37,9.03
20659,County_20659,Maryland,Urban,73.37,26.63,,27.91,42.63,41.09,
30135,County_30135,New Jersey,Urban,80.22,19.78,24.09,19.63,33.34,36.76,4.06
13263,County_13263,Illinois,Urban,76.25,23.75,28.19,23.44,31.04,43.89,4.56
28907,County_28907,Nevada,Rural,,20.95,24.8,21.13,38.56,28.26,5.34
22845,County_22845,Michigan,Suburban/Small City,70.08,,37.05,30.23,32.95,52.5,5.63
27057,County_27057,Nebraska,Urban,80.04,19.96,23.71,19.67,42.12,,7.35
29979,County_29979,New Hampshire,Suburban/Small City,,17.88,21.61,16.74,42.53,31.97,8.11
53405,County_53405,Other,Urban,66.51,33.49,40.58,33.28,16.73,51.61,8.37
43191,County_43191,Texas,Rural,92.2,7.8,9.69,7.67,55.43,,5.81
29109,County_29109,New Hampshire,Urban,67.2,32.8,39.83,33.26,34.37,44.78,4.1
42885,County_42885,Tennessee,Urban,77.09,22.91,27.11,23.07,34.09,33.05,6.57
46813,County_46813,Virginia,Urban,87.44,12.56,14.12,13.59,54.95,23.25,4.4
56611,County_56611,Other,Rural,74.13,25.87,31.54,24.91,47.5,32.11,4.71
56389,County_56389,Other,Rural,72.8,27.2,32.94,26.78,36.49,41.41,4.88
13639,County_13639,Illinois,Rural,70.21,29.79,35.94,30.03,,45.81,5.77
32299,County_32299,New York,Rural,69.56,30.44,36.77,31.24,36.78,42.15,5.64
53437,County_53437,Other,Rural,,21.46,26.42,20.53,47.59,29.98,
3863,County_3863,Arizona,Rural,81.56,18.44,22.04,19.08,41.78,34.91,5.44
