COUNTYFIPS,COUNTY,STATE,community_type,disability_rate_pct,child_disability_rate_pct,nonvet_disability_18_64_pct,vet_disability_18_64_pct
17935,County_17935,Kentucky,Suburban/Small City,15.79,9.21,10.89,32.24
39345,County_39345,Rhode Island,Urban,8.39,3.67,4.47,15.67
45589,County_45589,Vermont,Rural,14.7,8.16,13.07,20.21
29987,County_29987,New Hampshire,Rural,22.47,11.81,19.21,24.93
30897,County_30897,New Jersey,Rural,11.72,5.6,10.1,23.38
53105,County_53105,Other,Rural,24.24,14.56,22.99,28.73
50383,County_50383,Wyoming,Suburban/Small City,25.97,12.65,22.47,37.66
20651,County_20651,Maryland,Urban,29.84,13.93,24.42,34.19
10451,County_10451,Georgia,Urban,18.3,7.76,17.38,31.42
49349,County_49349,Wisconsin,Rural,25.19,15.45,22.4,39.14
2629,County_2629,Alaska,Urban,30.15,15.75,23.92,35.89
5455,County_5455,California,Rural,27.38,13.92,20.66,45.5
48453,County_48453,West Virginia,Rural,16.39,8.32,16.58,33.27
51355,County_51355,Other,Suburban/Small City,14.84,7.64,8.51,33.73
19565,County_19565,Maine,Urban,32.68,16.39,23.94,39.1
7197,County_7197,Connecticut,Rural,10.74,2.92,8.38,24.31
51783,County_51783,Other,Rural,8.48,0.34,9.57,25.38
10869,County_10869,Georgia,Rural,18.73,8.67,19.19,32.58
29683,County_29683,New Hampshire,Rural,24.26,14.96,24.74,44.56
44731,County_44731,Utah,Suburban/Small City,23.62,11.99,21.51,33.55
55375,County_55375,Other,Urban,16.05,10.82,14.85,28.63
28391,County_28391,Nevada,Urban,28.86,15.31,26.93,33.53
40517,County_40517,South Carolina,Rural,20.45,,17.84,37.36
29505,County_29505,New Hampshire,Urban,20.63,12.75,18.15,34.44
53023,County_53023,Other,Rural,10.02,2.92,7.63,20.77
31507,County_31507,New Mexico,Rural,26.06,12.0,25.34,32.3
37989,County_37989,Oregon,Rural,24.8,11.56,19.63,34.82
24617,County_24617,Mississippi,Suburban/Small City,24.0,11.54,20.73,32.83
30257,County_30257,New Jersey,Rural,15.88,6.28,12.7,31.46
56117,County_56117,Other,Rural,26.94,11.69,21.78,31.56
47925,County_47925,Washington,Urban,17.28,8.78,13.99,29.85
6781,County_6781,Colorado,Rural,23.76,12.53,19.11,36.64
3787,County_3787,Arizona,Urban,25.19,14.38,23.19,44.31
9055,County_9055,Florida,Suburban/Small City,22.72,9.75,15.62,35.09
41349,County_41349,South Dakota,Rural,9.56,4.15,8.66,23.88
9001,County_9001,Florida,Urban,25.49,11.05,21.61,48.96
45859,County_45859,Vermont,Urban,27.72,14.86,27.03,39.8
37457,County_37457,Oregon,Suburban/Small City,14.84,9.8,11.88,
15427,County_15427,Iowa,Suburban/Small City,10.11,6.7,11.65,16.32
38781,County_38781,Pennsylvania,Rural,32.57,16.45,30.1,44.1
19489,County_19489,Maine,Suburban/Small City,15.98,7.54,15.65,24.78
54005,County_54005,Other,Suburban/Small City,21.89,8.76,15.56,26.86
39285,County_39285,Rhode Island,Rural,25.23,12.72,20.26,39.33
26143,County_26143,Montana,Urban,26.75,15.07,21.98,34.07
33169,County_33169,North Carolina,Suburban/Small City,21.41,10.91,18.76,23.76
34789,County_34789,North Dakota,Urban,16.27,7.37,15.31,31.0
5765,County_5765,California,Rural,22.81,10.48,19.91,28.65
49347,County_49347,Wisconsin,Urban,25.19,11.27,22.59,28.0
48043,County_48043,West Virginia,Suburban/Small City,25.77,13.98,24.7,30.16
38067,County_38067,Pennsylvania,Urban,26.73,13.61,21.41,30.12
18379,County_18379,Louisiana,Urban,17.08,9.44,14.27,22.95
55033,County_55033,Other,Rural,10.34,5.11,8.89,28.58
25097,County_25097,Missouri,Rural,10.6,6.28,10.93,20.15
26859,County_26859,Montana,Urban,32.27,16.49,28.59,31.59
53673,County_53673,Other,Urban,28.75,14.82,25.0,41.5
18287,County_18287,Louisiana,Rural,30.08,16.06,26.44,28.12
31835,County_31835,New Mexico,Suburban/Small City,,9.97,12.62,33.63
46557,County_46557,Virginia,Urban,15.94,8.78,13.57,37.08
31365,County_31365,New Mexico,Urban,17.39,10.85,17.85,31.89
46169,County_46169,Virginia,Rural,23.38,9.37,17.54,42.26
1163,County_1163,Alabama,Rural,24.26,13.71,21.4,22.87
38345,County_38345,Pennsylvania,Rural,31.09,14.53,22.52,41.41
22009,County_22009,Michigan,Urban,,15.11,23.45,32.08
16905,County_16905,Kansas,Rural,26.36,12.38,18.45,27.4
11095,County_11095,Hawaii,Urban,23.18,10.57,17.8,28.63
6807,County_6807,Colorado,Rural,20.59,9.6,18.04,31.02
10155,County_10155,Georgia,Rural,26.77,15.56,19.3,30.76
52691,County_52691,Other,Suburban/Small City,15.63,5.9,14.31,25.3
19175,County_19175,Maine,Rural,33.51,19.24,26.77,37.33
20827,County_20827,Maryland,Rural,16.81,9.12,15.18,28.68
2897,County_2897,Alaska,Urban,12.4,4.01,10.72,40.14
42229,County_42229,Tennessee,Rural,12.1,6.82,10.02,35.69
36363,County_36363,Oklahoma,Urban,16.94,7.45,18.24,30.42
53217,County_53217,Other,Rural,20.6,6.69,16.7,32.87
30777,County_30777,New Jersey,Urban,18.48,9.21,15.1,16.19
35345,County_35345,Ohio,Rural,34.16,17.14,,33.25
22593,County_22593,Michigan,Suburban/Small City,32.58,14.5,29.27,36.06
34281,County_34281,North Dakota,Suburban/Small City,34.8,17.01,31.72,40.89
16163,County_16163,Kansas,Rural,9.55,6.52,9.54,31.02
48639,County_48639,West Virginia,Rural,20.62,8.73,16.0,31.51
41933,County_41933,South Dakota,Urban,23.17,14.93,16.15,27.66
56543,County_56543,Other,Suburban/Small City,22.29,11.86,18.79,42.45
6771,County_6771,Colorado,Rural,22.05,10.59,20.68,28.01
55779,County_55779,Other,Rural,16.78,10.17,15.49,36.42
20367,County_20367,Maryland,Rural,18.54,8.65,19.61,23.47
21695,County_21695,Massachusetts,Urban,12.97,6.83,10.82,23.52
19133,County_19133,Maine,Rural,24.39,12.01,19.44,39.87
44261,County_44261,Utah,Urban,12.45,5.47,14.05,39.05
53107,County_53107,Other,Rural,26.22,14.72,23.41,36.93
55825,County_55825,Other,Urban,30.79,12.55,21.95,35.3
43457,County_43457,Texas,Rural,13.13,10.05,12.17,22.34
2211,County_2211,Alaska,Rural,22.8,10.07,,27.31
7691,County_7691,Connecticut,Urban,20.01,10.84,15.47,22.17
15963,County_15963,Iowa,Rural,26.35,13.91,18.91,32.7
3375,County_3375,Arizona,Urban,27.86,13.96,24.04,34.15
46239,County_46239,Virginia,Urban,27.11,13.72,22.82,38.87
39035,County_39035,Rhode Island,Rural,15.77,7.09,12.18,37.1
35879,County_35879,Ohio,Rural,11.61,7.1,13.36,19.31
56227,County_56227,Other,Rural,21.5,8.93,17.02,33.08
55019,County_55019,Other,Rural,28.69,10.39,23.25,31.55
7345,County_7345,Connecticut,Rural,20.49,9.01,16.84,35.14
54587,County_54587,Other,Urban,24.55,14.23,18.86,33.24
15321,County_15321,Iowa,Urban,32.71,14.82,28.73,38.83
5153,County_5153,California,Rural,28.6,16.88,24.56,36.2
43193,County_43193,Texas,Rural,18.05,8.42,18.23,37.6
40725,County_40725,South Carolina,Urban,34.07,16.52,33.39,32.91
55325,County_55325,Other,Rural,14.33,8.45,13.37,18.84
55511,County_55511,Other,Rural,22.92,11.36,23.61,39.38
6979,County_6979,Colorado,Urban,27.04,12.4,,37.75
34185,County_34185,North Dakota,Rural,28.32,13.03,24.03,30.55
9707,County_9707,Florida,Urban,24.84,13.3,24.34,38.2
15601,County_15601,Iowa,Rural,22.81,10.16,21.82,
19877,County_19877,Maine,Rural,28.68,14.8,24.83,
32447,County_32447,New York,Urban,30.58,15.3,28.79,45.13
18251,County_18251,Louisiana,Rural,27.89,14.4,24.3,43.78
54869,County_54869,Other,Rural,22.69,11.12,19.18,28.89
31923,County_31923,New Mexico,Rural,17.96,8.89,16.79,30.63
45809,County_45809,Vermont,Rural,18.5,7.61,10.75,26.36
9041,County_9041,Florida,Rural,31.81,15.82,27.91,36.91
49123,County_49123,Wisconsin,Rural,31.81,13.02,23.22,36.27
52627,County_52627,Other,Urban,14.89,7.86,9.58,22.0
2253,County_2253,Alaska,Urban,26.94,15.83,21.93,32.89
31513,County_31513,New Mexico,Rural,18.27,9.69,18.5,28.39
54461,County_54461,Other,Rural,23.55,10.48,21.3,41.48
44285,County_44285,Utah,Rural,21.57,11.25,16.99,33.25
51829,County_51829,Other,Rural,20.24,10.82,16.62,34.34
50039,County_50039,Wyoming,Urban,16.17,9.77,9.8,30.05
19867,County_19867,Maine,Rural,22.33,12.53,18.58,30.79
4577,County_4577,Arkansas,Rural,28.76,13.68,29.1,37.47
44845,County_44845,Utah,Rural,33.28,17.49,28.55,52.77
41849,County_41849,South Dakota,Rural,24.11,13.66,19.11,40.35
48779,County_48779,West Virginia,Rural,24.37,14.93,21.48,33.51
28817,County_28817,Nevada,Urban,24.84,11.56,21.71,39.15
31929,County_31929,New Mexico,Suburban/Small City,29.58,13.34,26.63,35.37
48391,County_48391,West Virginia,Urban,15.01,8.37,14.77,29.99
36571,County_36571,Oklahoma,Rural,23.89,11.65,19.88,35.97
34787,County_34787,North Dakota,Rural,30.43,15.2,23.64,43.43
27129,County_27129,Nebraska,Rural,24.64,15.23,20.39,24.8
7991,County_7991,Connecticut,Suburban/Small City,25.68,12.81,21.62,26.97
39313,County_39313,Rhode Island,Urban,11.67,8.6,8.47,32.64
31275,County_31275,New Mexico,Rural,13.1,8.36,12.06,34.65
11567,County_11567,Hawaii,Urban,18.32,8.27,15.46,30.33
33715,County_33715,North Carolina,Rural,31.68,15.04,25.17,41.74
10557,County_10557,Georgia,Rural,27.75,12.74,25.62,40.28
30063,County_30063,New Jersey,Urban,32.36,15.47,28.11,33.11
29663,County_29663,New Hampshire,Rural,,7.73,11.06,32.98
30173,County_30173,New Jersey,Urban,18.27,9.37,13.86,20.41
36793,County_36793,Oklahoma,Rural,17.62,9.43,16.44,22.49
34439,County_34439,North Dakota,Suburban/Small City,17.5,9.41,15.69,28.96
51939,County_51939,Other,Urban,22.69,13.28,19.49,29.17
51221,County_51221,Other,Urban,18.4,11.09,16.55,30.01
20259,County_20259,Maryland,Rural,26.32,11.89,20.01,37.85
35941,County_35941,Ohio,Suburban/Small City,18.53,9.63,14.98,30.24
16959,County_16959,Kansas,Rural,30.3,13.26,26.79,39.25
21391,County_21391,Massachusetts,Urban,34.13,15.22,32.17,40.04
48645,County_48645,West Virginia,Rural,,14.49,27.6,43.4
51979,County_51979,Other,Rural,17.21,9.65,15.46,34.24
25271,County_25271,Missouri,Urban,23.16,11.17,15.87,30.9
49049,County_49049,Wisconsin,Rural,18.55,7.26,14.02,
44657,County_44657,Utah,Suburban/Small City,12.37,4.31,13.24,23.1
15163,County_15163,Iowa,Rural,30.82,15.07,26.75,46.71
21943,County_21943,Massachusetts,Urban,16.26,6.87,14.64,24.58
12539,County_12539,Idaho,Rural,16.5,8.61,11.01,37.26
3221,County_3221,Arizona,Rural,22.83,12.11,16.62,29.69
36299,County_36299,Oklahoma,Urban,15.38,7.29,11.68,21.46
50245,County_50245,Wyoming,Urban,27.93,15.0,26.65,33.39
11725,County_11725,Hawaii,Rural,19.29,8.82,16.21,25.22
19761,County_19761,Maine,Rural,13.17,6.68,10.88,26.06
40441,County_40441,South Carolina,Urban,22.29,9.49,18.01,39.71
23591,County_23591,Minnesota,Urban,20.33,8.29,16.41,24.38
4415,County_4415,Arkansas,Rural,34.59,17.9,27.04,34.31
51759,County_51759,Other,Urban,8.69,5.02,8.21,19.24
29161,County_29161,New Hampshire,Rural,15.16,6.12,14.05,30.83
55581,County_55581,Other,Urban,21.46,11.39,16.28,30.34
46645,County_46645,Virginia,Rural,21.92,10.57,21.44,36.93
43773,County_43773,Texas,Rural,15.2,5.82,9.23,29.53
42531,County_42531,Tennessee,Rural,25.01,13.82,20.65,37.51
12399,County_12399,Idaho,Rural,30.79,14.63,28.83,38.73
28259,County_28259,Nevada,Urban,28.43,16.16,22.63,26.73
21443,County_21443,Massachusetts,Rural,28.75,16.0,24.76,41.72
55573,County_55573,Other,Rural,34.5,16.89,26.46,32.93
52047,County_52047,Other,Urban,14.53,8.16,13.43,25.36
52749,County_52749,Other,Rural,9.01,2.81,6.8,28.91
52953,County_52953,Other,Suburban/Small City,21.29,9.43,17.66,33.97
44417,County_44417,Utah,Urban,28.46,15.46,22.25,40.35
45195,County_45195,Vermont,Rural,15.48,8.89,13.14,30.37
46105,County_46105,Virginia,Rural,25.66,12.83,22.89,28.64
49833,County_49833,Wisconsin,Urban,15.45,7.38,15.01,25.54
29333,County_29333,New Hampshire,Rural,33.87,17.43,27.09,31.13
24023,County_24023,Mississippi,Rural,22.97,11.09,19.23,
26865,County_26865,Montana,Urban,20.79,11.88,16.41,31.78
26171,County_26171,Montana,Rural,23.44,14.38,21.19,30.41
17149,County_17149,Kentucky,Rural,13.7,,9.52,20.05
44167,County_44167,Utah,Rural,20.07,10.37,18.15,32.19
34375,County_34375,North Dakota,Rural,21.02,9.55,18.0,41.42
7389,County_7389,Connecticut,Urban,11.09,4.97,8.99,35.71
46943,County_46943,Virginia,Suburban/Small City,25.02,15.03,21.03,32.39
30789,County_30789,New Jersey,Urban,18.35,8.8,19.54,17.37
21461,County_21461,Massachusetts,Rural,11.54,5.42,8.51,31.72
12597,County_12597,Idaho,Urban,11.08,5.48,8.24,28.96
46749,County_46749,Virginia,Rural,12.8,6.91,10.17,19.2
16271,County_16271,Kansas,Rural,21.23,11.24,16.34,27.71
9853,County_9853,Florida,Suburban/Small City,14.08,6.24,12.14,32.09
5551,County_5551,California,Rural,31.72,15.86,33.52,34.68
29239,County_29239,New Hampshire,Rural,15.69,8.07,13.7,40.65
31689,County_31689,New Mexico,Urban,22.82,12.39,20.4,29.74
15983,County_15983,Iowa,Rural,15.03,5.69,9.89,16.32
4725,County_4725,Arkansas,Rural,15.62,7.53,15.33,35.72
36133,County_36133,Oklahoma,Rural,23.96,13.81,20.56,
52521,County_52521,Other,Rural,27.3,16.63,22.59,37.92
41525,County_41525,South Dakota,Rural,24.29,10.49,22.37,38.87
22793,County_22793,Michigan,Rural,10.87,5.68,7.07,22.03
43219,County_43219,Texas,Suburban/Small City,31.78,17.28,28.52,
2041,County_2041,Alaska,Suburban/Small City,20.37,10.63,16.95,34.71
2473,County_2473,Alaska,Urban,11.49,5.06,10.8,20.9
10371,County_10371,Georgia,Suburban/Small City,28.84,13.36,27.09,39.87
26787,County_26787,Montana,Rural,17.92,8.92,15.9,32.34
34667,County_34667,North Dakota,Rural,14.08,7.57,13.76,30.18
30431,County_30431,New Jersey,Rural,25.06,10.91,21.17,38.44
20109,County_20109,Maryland,Rural,32.8,16.44,27.51,53.98
32809,County_32809,New York,Rural,21.4,10.88,17.82,35.57
3983,County_3983,Arizona,Urban,20.39,10.38,17.08,
7967,County_7967,Connecticut,Suburban/Small City,15.54,7.39,12.08,19.83
34673,County_34673,North Dakota,Rural,28.64,13.32,26.28,39.32
56315,County_56315,Other,Rural,21.43,10.69,18.5,33.91
12339,County_12339,Idaho,Suburban/Small City,13.91,8.07,10.75,29.2
50057,County_50057,Wyoming,Suburban/Small City,29.95,12.6,26.22,37.22
37981,County_37981,Oregon,Rural,26.68,13.96,25.28,33.54
38669,County_38669,Pennsylvania,Rural,34.0,15.15,27.85,39.18
6465,County_6465,Colorado,Suburban/Small City,29.08,14.51,26.07,37.68
10625,County_10625,Georgia,Rural,16.81,10.36,18.81,36.29
12173,County_12173,Idaho,Urban,28.62,15.4,24.75,40.87
41265,County_41265,South Dakota,Urban,15.76,8.05,15.25,30.26
26969,County_26969,Montana,Rural,19.62,8.42,14.7,34.95
41427,County_41427,South Dakota,Rural,16.58,9.85,15.51,29.7
49683,County_49683,Wisconsin,Urban,14.88,8.8,13.62,25.32
31717,County_31717,New Mexico,Rural,,15.19,21.33,34.05
46185,County_46185,Virginia,Rural,11.36,6.64,12.11,22.61
8607,County_8607,Delaware,Rural,32.35,16.68,26.85,35.11
16097,County_16097,Kansas,Urban,22.22,12.01,18.27,27.58
52637,County_52637,Other,Rural,31.42,14.11,26.83,31.89
22729,County_22729,Michigan,Rural,20.95,9.08,16.58,19.55
14011,County_14011,Indiana,Urban,20.14,8.92,14.22,27.92
54367,County_54367,Other,Suburban/Small City,17.93,10.12,15.07,
8799,County_8799,Delaware,Urban,24.33,9.01,22.87,32.98
18623,County_18623,Louisiana,Rural,31.19,14.43,27.24,40.5
30781,County_30781,New Jersey,Rural,18.56,7.9,17.46,25.78
22461,County_22461,Michigan,Urban,28.16,12.52,27.18,37.96
31453,County_31453,New Mexico,Rural,20.18,11.32,17.49,23.49
48249,County_48249,West Virginia,Rural,17.91,10.93,13.74,24.34
15145,County_15145,Iowa,Rural,29.52,15.0,25.67,38.69
22631,County_22631,Michigan,Rural,23.28,11.03,19.16,43.78
19553,County_19553,Maine,Urban,20.43,9.54,18.27,24.23
28121,County_28121,Nevada,Urban,34.82,16.96,27.66,29.24
29689,County_29689,New Hampshire,Rural,25.87,10.64,20.12,37.47
9923,County_9923,Florida,Urban,18.74,8.53,14.76,29.45
56663,County_56663,Other,Rural,29.28,14.32,24.03,34.61
41247,County_41247,South Dakota,Rural,28.83,13.15,22.58,29.43
55887,County_55887,Other,Rural,16.28,6.97,12.0,20.69
38027,County_38027,Pennsylvania,Rural,14.32,6.47,12.76,18.95
4427,County_4427,Arkansas,Urban,10.91,7.29,9.87,18.32
35119,County_35119,Ohio,Rural,29.82,14.5,22.94,41.47
38653,County_38653,Pennsylvania,Rural,17.89,9.88,14.61,23.46
23177,County_23177,Minnesota,Rural,24.34,12.28,18.84,29.33
31783,County_31783,New Mexico,Rural,19.85,9.87,14.47,32.7
4113,County_4113,Arkansas,Rural,31.14,16.91,23.83,34.21
51749,County_51749,Other,Urban,26.44,12.47,18.63,36.08
56515,County_56515,Other,Rural,25.36,12.46,23.55,27.59
49045,County_49045,Wisconsin,Rural,34.68,18.21,29.2,39.96
17503,County_17503,Kentucky,Urban,17.33,7.05,14.73,38.43
37695,County_37695,Oregon,Rural,24.3,12.36,18.43,36.83
54479,County_54479,Other,Rural,13.4,5.56,10.1,29.99
11423,County_11423,Hawaii,Rural,32.86,18.21,25.35,43.49
54907,County_54907,Other,Rural,12.92,6.18,9.03,26.16
4645,County_4645,Arkansas,Rural,15.64,4.29,13.7,35.81
32735,County_32735,New York,Suburban/Small City,24.77,13.62,17.5,36.43
29499,County_29499,New Hampshire,Suburban/Small City,12.55,8.54,10.23,24.65
41949,County_41949,South Dakota,Rural,22.18,10.65,16.8,37.1
1829,County_1829,Alabama,Rural,23.75,9.61,20.81,34.34
45565,County_45565,Vermont,Rural,23.42,10.0,21.5,30.32
42031,County_42031,Tennessee,Rural,26.0,12.96,21.16,28.24
33173,County_33173,North Carolina,Rural,15.65,9.05,12.11,21.44
39417,County_39417,Rhode Island,Urban,10.71,4.84,7.65,
12431,County_12431,Idaho,Urban,12.4,5.2,9.46,29.09
16537,County_16537,Kansas,Rural,18.76,9.03,15.79,21.41
22957,County_22957,Michigan,Urban,31.05,15.0,29.66,33.9
46863,County_46863,Virginia,Urban,23.3,13.62,19.61,30.77
40823,County_40823,South Carolina,Rural,27.29,11.92,21.52,31.09
51865,County_51865,Other,Suburban/Small City,29.42,15.53,23.76,40.5
17425,County_17425,Kentucky,Rural,20.05,7.79,20.31,20.09
31461,County_31461,New Mexico,Rural,18.77,8.48,18.7,31.72
44547,County_44547,Utah,Rural,17.04,9.09,16.3,23.57
43167,County_43167,Texas,Rural,14.95,6.48,10.11,31.68
31765,County_31765,New Mexico,Urban,23.22,12.15,14.14,39.15
35255,County_35255,Ohio,Rural,19.76,10.37,16.27,33.24
23249,County_23249,Minnesota,Rural,12.07,9.42,8.82,12.35
31671,County_31671,New Mexico,Rural,33.13,16.66,26.49,50.69
16245,County_16245,Kansas,Urban,12.69,7.87,14.86,29.05
15661,County_15661,Iowa,Rural,25.74,14.64,23.09,28.36
46973,County_46973,Virginia,Urban,20.9,11.35,17.27,38.64
34071,County_34071,North Dakota,Rural,23.7,,16.64,27.03
25917,County_25917,Missouri,Suburban/Small City,19.18,8.42,21.01,36.59
7173,County_7173,Connecticut,Rural,,15.65,22.61,26.86
20935,County_20935,Maryland,Urban,22.43,9.12,18.06,42.2
37569,County_37569,Oregon,Urban,26.08,10.54,23.25,35.18
56303,County_56303,Other,Rural,17.5,8.5,15.9,26.54
6505,County_6505,Colorado,Rural,24.51,13.84,21.09,37.85
25245,County_25245,Missouri,Rural,16.08,8.6,16.11,35.21
43543,County_43543,Texas,Rural,23.84,14.72,16.43,40.02
53625,County_53625,Other,Urban,17.91,7.67,14.66,25.41
44461,County_44461,Utah,Urban,15.59,6.83,11.92,30.09
40499,County_40499,South Carolina,Rural,20.42,10.11,17.17,25.8
1817,County_1817,Alabama,Urban,27.1,11.56,21.51,29.99
22271,County_22271,Michigan,Urban,27.25,13.36,20.22,31.35
12263,County_12263,Idaho,Urban,28.31,16.0,24.35,36.05
9917,County_9917,Florida,Urban,24.79,13.7,18.58,37.63
39983,County_39983,Rhode Island,Rural,13.31,10.15,13.74,20.45
10459,County_10459,Georgia,Urban,18.79,,13.79,32.99
11387,County_11387,Hawaii,Rural,25.04,10.85,21.22,30.4
19493,County_19493,Maine,Rural,28.39,11.6,25.82,25.29
16629,County_16629,Kansas,Rural,15.08,10.58,14.54,21.01
1825,County_1825,Alabama,Rural,16.64,9.25,14.78,30.1
27947,County_27947,Nebraska,Urban,23.89,12.5,21.86,38.64
10487,County_10487,Georgia,Rural,20.86,10.97,20.57,26.4
42931,County_42931,Tennessee,Urban,14.61,8.38,12.61,21.47
22847,County_22847,Michigan,Rural,20.3,12.43,16.5,28.73
5643,County_5643,California,Rural,24.62,13.71,20.52,53.37
25929,County_25929,Missouri,Suburban/Small City,29.82,12.35,26.34,36.12
33641,County_33641,North Carolina,Urban,27.65,14.13,27.18,38.03
24835,County_24835,Mississippi,Suburban/Small City,25.51,14.79,23.49,41.7
23301,County_23301,Minnesota,Rural,23.35,10.53,17.32,32.52
39579,County_39579,Rhode Island,Urban,23.18,10.97,20.84,38.52
7401,County_7401,Connecticut,Rural,26.47,13.24,22.39,37.39
49551,County_49551,Wisconsin,Suburban/Small City,12.77,7.94,6.27,
6445,County_6445,Colorado,Urban,28.06,14.77,24.76,36.65
44081,County_44081,Utah,Rural,11.91,2.7,11.55,31.76
45359,County_45359,Vermont,Urban,27.42,15.46,26.99,29.07
44721,County_44721,Utah,Rural,14.16,,13.13,29.43
50489,County_50489,Wyoming,Urban,18.66,8.4,14.74,29.57
35795,County_35795,Ohio,Suburban/Small City,28.02,12.92,26.15,39.45
16477,County_16477,Kansas,Rural,21.59,11.73,21.98,33.89
55727,County_55727,Other,Rural,28.83,13.45,25.78,36.68
15849,County_15849,Iowa,Urban,24.11,10.73,20.01,38.16
3413,County_3413,Arizona,Rural,19.26,9.71,19.59,42.24
20659,County_20659,Maryland,Urban,25.57,13.44,24.24,40.28
30135,County_30135,New Jersey,Urban,19.48,10.37,14.37,32.02
13263,County_13263,Illinois,Urban,27.84,12.51,24.32,40.17
28907,County_28907,Nevada,Rural,16.46,9.56,14.57,26.66
22845,County_22845,Michigan,Suburban/Small City,32.1,13.88,26.62,35.76
27057,County_27057,Nebraska,Urban,21.91,10.74,23.4,26.45
29979,County_29979,New Hampshire,Suburban/Small City,22.68,12.25,17.55,27.93
53405,County_53405,Other,Urban,32.67,17.58,26.96,41.25
43191,County_43191,Texas,Rural,13.63,7.95,12.75,18.03
29109,County_29109,New Hampshire,Urban,29.19,,22.52,39.14
42885,County_42885,Tennessee,Urban,19.87,12.1,13.81,32.2
46813,County_46813,Virginia,Urban,12.9,4.97,13.57,25.46
56611,County_56611,Other,Rural,19.9,7.71,14.61,
56389,County_56389,Other,Rural,27.31,14.66,24.29,33.83
13639,County_13639,Illinois,Rural,23.73,12.74,20.82,42.31
32299,County_32299,New York,Rural,25.68,9.97,18.1,39.51
53437,County_53437,Other,Rural,18.12,8.44,17.54,20.11
3863,County_3863,Arizona,Rural,21.11,11.47,17.77,27.56
3623,County_3623,Arizona,Urban,29.61,15.47,26.93,27.66
20195,County_20195,Maryland,Rural,27.89,11.58,21.01,38.4
20217,County_20217,Maryland,Rural,25.24,10.63,22.15,34.76
55191,County_55191,Other,Suburban/Small City,20.62,9.49,16.6,33.05
45111,County_45111,Vermont,Urban,24.57,14.03,22.42,40.5
49413,County_49413,Wisconsin,Rural,28.65,14.7,25.12,37.57
9433,County_9433,Florida,Urban,22.91,10.18,19.22,40.53
9447,County_9447,Florida,Rural,21.24,8.94,19.26,31.68
13503,County_13503,Illinois,Rural,23.36,11.03,22.43,35.24
49495,County_49495,Wisconsin,Urban,13.29,7.28,11.04,19.23
43743,County_43743,Texas,Rural,22.75,11.67,21.73,33.1
54567,County_54567,Other,Rural,,16.07,23.24,31.13
21635,County_21635,Massachusetts,Rural,26.51,12.02,23.28,22.8
24337,County_24337,Mississippi,Urban,15.18,6.52,12.61,25.0
46057,County_46057,Virginia,Rural,19.4,10.1,17.22,36.26
18375,County_18375,Louisiana,Urban,18.72,7.41,18.36,29.38
38785,County_38785,Pennsylvania,Rural,32.32,17.53,27.41,40.54
6091,County_6091,Colorado,Rural,27.18,17.59,23.4,40.68
53963,County_53963,Other,Urban,22.61,13.09,18.96,27.88
20645,County_20645,Maryland,Rural,20.99,5.93,16.77,26.5
29107,County_29107,New Hampshire,Suburban/Small City,25.83,14.03,26.46,26.82
23565,County_23565,Minnesota,Urban,28.38,12.67,27.12,41.05
27163,County_27163,Nebraska,Urban,,16.1,16.54,40.45
24645,County_24645,Mississippi,Rural,,6.6,14.14,21.66
10817,County_10817,Georgia,Rural,21.57,9.04,21.92,23.18
55055,County_55055,Other,Urban,25.5,12.6,22.84,29.09
10715,County_10715,Georgia,Rural,16.51,9.76,14.57,25.79
48817,County_48817,West Virginia,Rural,17.86,8.96,16.92,23.25
14117,County_14117,Indiana,Rural,27.17,12.44,23.88,36.59
46873,County_46873,Virginia,Rural,14.11,8.09,14.26,29.26
54339,County_54339,Other,Rural,26.94,14.24,22.14,36.18
1279,County_1279,Alabama,Urban,29.88,16.37,27.93,41.25
16301,County_16301,Kansas,Urban,25.99,14.12,21.2,32.87
28243,County_28243,Nevada,Urban,26.59,13.93,23.74,38.83
25353,County_25353,Missouri,Rural,22.54,15.1,22.31,26.05
15573,County_15573,Iowa,Rural,29.01,12.04,23.95,40.64
34729,County_34729,North Dakota,Rural,27.15,14.02,27.46,30.08
18523,County_18523,Louisiana,Rural,20.49,9.51,17.78,29.21
31669,County_31669,New Mexico,Rural,12.81,8.28,10.97,35.49
10271,County_10271,Georgia,Rural,13.48,5.55,14.41,36.85
55621,County_55621,Other,Rural,31.82,15.88,29.36,42.72
55887,County_55887,Other,Urban,22.1,10.91,18.68,27.16
38841,County_38841,Pennsylvania,Rural,31.26,15.53,27.05,32.32
5405,County_5405,California,Urban,19.98,8.33,15.75,29.68
23153,County_23153,Minnesota,Rural,19.75,8.63,14.07,29.87
17523,County_17523,Kentucky,Rural,32.04,16.2,25.69,40.58
8775,County_8775,Delaware,Rural,27.08,12.74,24.31,35.03
27223,County_27223,Nebraska,Rural,24.9,12.66,23.19,40.37
41509,County_41509,South Dakota,Urban,25.23,13.68,21.59,29.86
52601,County_52601,Other,Rural,20.97,9.27,18.37,33.89
33973,County_33973,North Carolina,Urban,19.41,7.85,15.77,25.83
39317,County_39317,Rhode Island,Urban,20.83,10.51,15.95,36.91
50489,County_50489,Wyoming,Suburban/Small City,22.95,13.49,20.17,31.42
51067,County_51067,Other,Rural,22.4,9.24,17.46,31.3
