COUNTYFIPS,COUNTY,STATE,community_type,renter_cost_burden_30pct,renter_cost_burden_50pct,owner_cost_burden_30pct,owner_cost_burden_50pct,median_rent,median_home_value,pct_vacant_housing,pct_owner_occupied,pct_mobile_homes
31923,County_31923,New Mexico,Rural,45.47,24.32,18.01,,830.8,103799.0,21.07,61.43,12.7
45809,County_45809,Vermont,Rural,55.35,26.58,20.45,3.97,1086.6,106994.0,21.55,72.2,17.88
9041,County_9041,Florida,Rural,58.19,31.61,19.6,6.92,546.2,41681.0,13.87,52.51,20.56
49123,County_49123,Wisconsin,Rural,63.48,33.03,18.46,8.15,612.1,56518.0,25.08,68.36,14.71
52627,County_52627,Other,Urban,54.02,18.52,25.61,6.49,946.3,185072.0,10.18,63.81,12.01
2253,County_2253,Alaska,Urban,53.56,26.08,19.09,2.74,658.1,84911.0,18.11,,19.28
31513,County_31513,New Mexico,Rural,50.51,17.98,22.65,4.91,649.6,,21.91,62.83,13.1
54461,County_54461,Other,Rural,54.42,34.55,15.29,9.05,937.9,85994.0,21.62,72.15,20.03
44285,County_44285,Utah,Rural,60.77,31.64,,4.84,864.9,155712.0,21.98,79.5,24.03
51829,County_51829,Other,Rural,51.04,,17.21,7.4,723.7,111331.0,22.21,53.73,28.58
50039,County_50039,Wyoming,Urban,,24.53,16.94,3.37,979.8,46700.0,13.07,60.74,14.77
19867,County_19867,Maine,Rural,60.02,25.39,14.92,4.54,669.2,87169.0,28.6,55.29,16.41
4577,County_4577,Arkansas,Rural,56.36,33.53,14.82,5.1,515.9,72997.0,17.67,46.56,16.66
44845,County_44845,Utah,Rural,62.85,37.3,15.25,8.02,433.2,96871.0,24.3,38.75,20.64
41849,County_41849,South Dakota,Rural,65.56,27.13,13.88,7.21,956.5,86854.0,21.5,59.31,19.51
48779,County_48779,West Virginia,Rural,51.59,25.75,20.7,,660.8,104779.0,19.54,57.85,19.25
28817,County_28817,Nevada,Urban,57.93,20.6,21.65,6.45,629.1,94663.0,21.42,48.01,22.95
31929,County_31929,New Mexico,Suburban/Small City,54.34,30.26,20.33,8.94,492.7,104572.0,20.32,56.73,23.73
48391,County_48391,West Virginia,Urban,51.51,22.25,20.75,5.49,1193.4,85042.0,14.72,70.48,12.04
36571,County_36571,Oklahoma,Rural,46.08,33.36,23.51,7.62,706.3,139257.0,22.86,63.03,20.52
34787,County_34787,North Dakota,Rural,62.08,34.41,18.13,,750.5,75770.0,20.52,,16.13
27129,County_27129,Nebraska,Rural,54.88,35.42,16.08,3.1,388.7,66571.0,19.75,63.62,21.9
7991,County_7991,Connecticut,Suburban/Small City,41.84,25.88,16.67,5.49,750.0,112244.0,14.09,56.37,12.84
39313,County_39313,Rhode Island,Urban,51.92,23.02,19.86,6.15,993.7,115195.0,4.06,67.76,5.45
31275,County_31275,New Mexico,Rural,60.02,20.3,18.14,4.48,845.0,123520.0,11.69,69.4,8.66
11567,County_11567,Hawaii,Urban,48.58,,18.08,3.21,975.6,160457.0,16.1,58.49,9.19
33715,County_33715,North Carolina,Rural,44.95,33.45,18.03,6.88,587.9,78006.0,14.57,42.48,20.12
10557,County_10557,Georgia,Rural,54.62,32.81,18.5,6.69,300.0,68863.0,21.74,50.01,16.32
30063,County_30063,New Jersey,Urban,44.62,28.17,14.4,2.6,518.2,76696.0,15.2,55.72,20.93
29663,County_29663,New Hampshire,Rural,46.92,22.59,22.58,10.34,850.4,191530.0,14.23,60.1,10.08
30173,County_30173,New Jersey,Urban,49.76,22.75,18.53,6.11,1120.6,165638.0,5.99,56.3,12.37
36793,County_36793,Oklahoma,Rural,51.1,27.98,20.84,2.63,848.8,138090.0,12.09,73.82,4.41
34439,County_34439,North Dakota,Suburban/Small City,51.43,23.8,14.8,8.28,566.3,117998.0,21.09,63.3,11.99
51939,County_51939,Other,Urban,60.28,27.91,22.39,9.49,539.4,57284.0,19.2,66.66,15.68
51221,County_51221,Other,Urban,41.67,35.18,11.31,9.75,1062.1,137338.0,15.82,63.81,21.72
20259,County_20259,Maryland,Rural,52.94,34.14,20.46,7.51,681.0,144940.0,20.86,53.97,18.6
35941,County_35941,Ohio,Suburban/Small City,,24.48,15.81,9.13,679.2,71061.0,13.14,64.44,13.33
16959,County_16959,Kansas,Rural,46.71,32.69,12.95,6.2,623.5,130582.0,13.58,60.94,21.25
21391,County_21391,Massachusetts,Urban,45.04,30.72,12.54,3.73,662.3,95214.0,29.83,48.73,17.6
48645,County_48645,West Virginia,Rural,62.31,,11.45,2.4,441.3,43147.0,19.2,43.61,21.26
51979,County_51979,Other,Rural,46.45,22.73,16.95,5.59,,99548.0,13.98,53.36,8.67
25271,County_25271,Missouri,Urban,52.47,24.75,15.42,6.03,975.6,127484.0,18.38,58.94,15.43
49049,County_49049,Wisconsin,Rural,55.98,30.96,18.43,7.52,885.3,119490.0,10.57,63.14,16.23
44657,County_44657,Utah,Suburban/Small City,50.64,21.15,19.8,6.35,1157.9,,12.4,57.26,4.45
15163,County_15163,Iowa,Rural,57.29,32.23,13.67,4.72,529.8,32870.0,16.56,44.26,30.15
21943,County_21943,Massachusetts,Urban,53.61,25.6,17.39,4.86,817.6,117603.0,14.14,71.47,10.38
12539,County_12539,Idaho,Rural,,17.87,20.39,7.47,803.6,131581.0,13.84,63.68,11.41
3221,County_3221,Arizona,Rural,51.95,25.08,18.06,7.52,523.4,63138.0,20.17,64.32,11.42
36299,County_36299,Oklahoma,Urban,55.68,22.65,21.19,4.57,1041.5,,12.93,68.85,7.02
50245,County_50245,Wyoming,Urban,55.91,27.4,20.28,3.02,742.4,70971.0,,45.9,12.3
11725,County_11725,Hawaii,Rural,50.47,19.18,22.64,5.64,961.2,73885.0,19.36,74.71,8.54
19761,County_19761,Maine,Rural,50.14,24.48,16.94,6.88,1042.2,178203.0,,61.03,17.34
40441,County_40441,South Carolina,Urban,60.69,24.0,20.22,5.15,594.6,111664.0,21.42,60.04,16.01
23591,County_23591,Minnesota,Urban,55.94,24.34,12.2,7.28,573.7,,22.13,56.36,13.58
4415,County_4415,Arkansas,Rural,56.5,36.14,12.43,4.75,408.8,59464.0,11.21,55.99,18.56
51759,County_51759,Other,Urban,44.8,23.46,20.53,6.75,1167.0,136667.0,6.07,71.49,9.48
29161,County_29161,New Hampshire,Rural,59.2,24.42,24.35,9.6,906.0,162789.0,19.27,71.35,1.37
55581,County_55581,Other,Urban,49.41,20.41,18.15,6.08,897.5,110221.0,9.52,56.5,17.1
46645,County_46645,Virginia,Rural,37.09,31.7,23.23,7.43,666.3,65730.0,21.24,66.6,14.06
43773,County_43773,Texas,Rural,53.89,21.77,17.2,8.83,1021.4,173855.0,11.19,65.83,15.11
42531,County_42531,Tennessee,Rural,60.35,30.5,19.01,7.43,635.3,141569.0,,66.09,19.48
12399,County_12399,Idaho,Rural,65.97,32.71,12.0,3.71,621.2,61741.0,19.89,55.8,22.37
28259,County_28259,Nevada,Urban,52.92,32.52,15.21,1.64,657.7,40027.0,18.12,62.36,
21443,County_21443,Massachusetts,Rural,67.5,,15.99,6.07,751.4,88868.0,14.13,49.82,19.11
55573,County_55573,Other,Rural,61.65,27.7,17.34,6.68,430.2,111175.0,16.67,66.88,24.37
52047,County_52047,Other,Urban,43.19,33.85,,5.98,830.3,153871.0,14.07,76.22,16.73
52749,County_52749,Other,Rural,38.84,17.11,17.56,7.27,1222.2,190593.0,17.45,69.33,6.92
52953,County_52953,Other,Suburban/Small City,59.67,23.21,12.59,7.31,829.2,147724.0,22.15,56.19,5.29
44417,County_44417,Utah,Urban,51.32,21.37,18.73,5.2,493.5,70159.0,14.6,63.37,17.54
45195,County_45195,Vermont,Rural,51.56,21.14,19.56,8.55,1019.9,167785.0,11.43,59.15,14.37
46105,County_46105,Virginia,Rural,47.07,28.45,15.75,8.32,998.3,88577.0,14.81,,22.05
49833,County_49833,Wisconsin,Urban,48.42,22.94,15.47,9.15,594.8,149478.0,12.51,67.2,18.71
29333,County_29333,New Hampshire,Rural,52.84,29.15,15.83,5.68,687.1,82371.0,14.72,60.11,19.55
24023,County_24023,Mississippi,Rural,57.22,25.13,14.36,6.24,741.5,100196.0,12.1,,14.55
26865,County_26865,Montana,Urban,54.71,19.73,14.77,4.78,942.1,114911.0,16.35,59.08,10.87
26171,County_26171,Montana,Rural,46.32,22.48,19.33,9.65,1006.7,98460.0,22.77,53.4,7.18
17149,County_17149,Kentucky,Rural,49.51,,13.65,4.26,776.9,177613.0,19.67,73.92,10.47
44167,County_44167,Utah,Rural,50.46,26.51,18.72,3.18,,88539.0,20.11,47.82,8.43
34375,County_34375,North Dakota,Rural,,19.82,19.46,5.67,662.5,111301.0,15.59,64.62,7.2
7389,County_7389,Connecticut,Urban,41.33,,19.78,8.36,1128.5,203867.0,10.54,65.96,9.58
46943,County_46943,Virginia,Suburban/Small City,58.33,19.8,15.16,5.41,959.5,116082.0,18.94,57.1,16.46
30789,County_30789,New Jersey,Urban,52.41,23.14,20.8,10.41,,107502.0,16.36,70.98,15.94
21461,County_21461,Massachusetts,Rural,56.16,22.0,10.54,6.55,1122.6,171431.0,18.57,58.24,17.05
12597,County_12597,Idaho,Urban,42.28,14.59,22.97,7.79,1055.1,141248.0,12.2,62.14,8.88
46749,County_46749,Virginia,Rural,42.13,23.11,13.17,,889.1,143313.0,5.94,61.94,
16271,County_16271,Kansas,Rural,54.03,,14.64,8.78,746.8,172910.0,17.01,47.03,14.79
9853,County_9853,Florida,Suburban/Small City,55.28,27.37,21.45,7.62,814.5,125516.0,11.85,64.14,11.71
5551,County_5551,California,Rural,55.84,37.41,19.22,5.39,562.2,85436.0,19.97,51.5,20.21
29239,County_29239,New Hampshire,Rural,54.87,26.23,,3.87,919.4,90935.0,18.1,58.31,20.46
31689,County_31689,New Mexico,Urban,45.59,29.43,20.54,5.09,918.1,59941.0,13.82,63.03,11.73
15983,County_15983,Iowa,Rural,37.6,,14.35,5.17,1044.1,175615.0,18.42,53.57,10.21
4725,County_4725,Arkansas,Rural,46.61,19.27,18.33,8.75,1130.8,144771.0,16.4,70.84,7.83
36133,County_36133,Oklahoma,Rural,55.71,30.88,20.62,8.5,847.2,,14.36,71.05,11.25
52521,County_52521,Other,Rural,48.85,29.77,17.91,5.39,771.6,70568.0,,57.63,21.91
41525,County_41525,South Dakota,Rural,51.36,27.37,17.48,8.78,766.4,47856.0,22.49,,17.21
22793,County_22793,Michigan,Rural,50.51,24.96,21.54,,718.3,121411.0,10.32,72.22,19.58
43219,County_43219,Texas,Suburban/Small City,51.4,36.99,17.25,6.07,630.0,57906.0,25.5,62.19,18.69
2041,County_2041,Alaska,Suburban/Small City,54.57,26.69,17.11,4.82,912.0,159113.0,11.5,59.04,15.42
2473,County_2473,Alaska,Urban,38.95,,13.66,6.74,1118.6,200455.0,15.45,72.38,9.22
10371,County_10371,Georgia,Suburban/Small City,48.99,26.38,10.26,3.9,461.9,40699.0,23.22,62.42,18.79
26787,County_26787,Montana,Rural,54.09,22.22,24.71,4.99,780.3,100485.0,18.95,61.59,15.06
34667,County_34667,North Dakota,Rural,38.72,27.95,16.84,6.86,812.6,125840.0,18.23,55.37,10.97
30431,County_30431,New Jersey,Rural,56.01,32.46,19.46,5.37,646.9,120236.0,23.92,52.18,22.43
20109,County_20109,Maryland,Rural,62.53,44.28,19.65,3.49,333.2,53545.0,20.36,,18.01
32809,County_32809,New York,Rural,45.14,29.92,14.59,5.55,871.4,74339.0,18.39,63.66,
3983,County_3983,Arizona,Urban,52.81,17.17,17.41,,834.5,134288.0,14.47,62.85,16.74
7967,County_7967,Connecticut,Suburban/Small City,44.24,23.29,22.0,7.63,892.4,171548.0,11.96,63.1,15.06
34673,County_34673,North Dakota,Rural,63.7,33.92,18.95,7.43,977.8,111874.0,20.0,60.87,14.06
56315,County_56315,Other,Rural,53.47,32.48,18.1,5.86,695.4,101796.0,19.43,71.07,18.08
12339,County_12339,Idaho,Suburban/Small City,43.9,19.31,15.95,10.43,1142.3,221065.0,8.69,71.41,9.77
50057,County_50057,Wyoming,Suburban/Small City,53.37,27.87,18.03,4.49,693.6,,24.42,56.49,19.97
37981,County_37981,Oregon,Rural,46.95,34.43,15.37,6.57,817.6,69428.0,14.42,50.28,15.12
38669,County_38669,Pennsylvania,Rural,57.7,32.49,13.28,2.87,657.5,79154.0,17.99,52.43,16.07
6465,County_6465,Colorado,Suburban/Small City,47.47,28.22,20.58,,594.7,55232.0,17.1,55.49,18.96
10625,County_10625,Georgia,Rural,54.45,26.48,17.82,5.8,662.2,140190.0,14.25,50.19,21.58
12173,County_12173,Idaho,Urban,50.73,39.28,16.53,6.76,716.6,122707.0,26.22,51.6,19.47
41265,County_41265,South Dakota,Urban,40.48,21.91,,7.64,694.8,186892.0,13.13,65.06,15.25
26969,County_26969,Montana,Rural,47.82,22.7,10.71,6.95,1088.9,126779.0,16.22,65.12,16.56
41427,County_41427,South Dakota,Rural,39.96,,18.81,6.8,709.0,,14.85,74.96,17.97
49683,County_49683,Wisconsin,Urban,43.82,26.17,16.45,7.58,1160.3,149849.0,22.21,50.02,18.19
31717,County_31717,New Mexico,Rural,49.84,29.75,16.46,5.68,877.1,145576.0,20.68,55.9,18.99
46185,County_46185,Virginia,Rural,53.8,18.24,21.82,5.25,801.3,170805.0,7.33,66.4,9.29
8607,County_8607,Delaware,Rural,62.06,27.87,14.08,7.12,826.4,85537.0,21.54,45.84,24.19
16097,County_16097,Kansas,Urban,48.72,28.21,19.59,4.99,818.4,172698.0,17.92,50.28,13.39
52637,County_52637,Other,Rural,44.32,29.69,16.56,5.62,440.7,110848.0,17.94,63.02,7.15
22729,County_22729,Michigan,Rural,46.12,29.51,16.83,10.89,1254.6,116370.0,14.56,51.24,11.19
14011,County_14011,Indiana,Urban,45.53,25.04,15.28,6.07,,77404.0,16.2,66.88,14.85
54367,County_54367,Other,Suburban/Small City,59.98,34.96,20.7,6.99,,98260.0,14.82,,20.67
8799,County_8799,Delaware,Urban,51.77,30.08,15.0,5.39,819.2,,25.59,61.44,18.65
18623,County_18623,Louisiana,Rural,52.07,37.21,17.93,3.18,718.0,102921.0,22.51,56.24,19.14
30781,County_30781,New Jersey,Rural,51.93,21.24,11.84,4.53,935.2,93248.0,16.61,66.24,12.19
22461,County_22461,Michigan,Urban,59.08,29.71,21.6,3.35,444.1,48272.0,15.71,58.76,21.42
31453,County_31453,New Mexico,Rural,61.43,35.8,17.45,8.22,749.9,146017.0,15.4,68.38,12.04
48249,County_48249,West Virginia,Rural,44.6,28.33,14.56,12.34,962.8,135322.0,24.31,59.01,13.96
15145,County_15145,Iowa,Rural,53.98,32.9,16.08,8.55,664.6,87924.0,16.91,52.19,21.26
22631,County_22631,Michigan,Rural,48.48,31.41,16.31,5.86,1092.0,112473.0,19.61,57.64,20.76
19553,County_19553,Maine,Urban,54.75,26.83,14.23,4.31,627.4,136463.0,19.93,54.21,13.04
28121,County_28121,Nevada,Urban,63.57,31.28,18.61,1.99,560.1,53725.0,21.86,42.8,19.35
29689,County_29689,New Hampshire,Rural,64.98,22.18,18.54,5.88,893.1,127616.0,14.86,61.04,13.0
9923,County_9923,Florida,Urban,46.3,24.84,18.93,7.57,865.6,223926.0,15.31,64.72,8.06
56663,County_56663,Other,Rural,49.41,32.31,15.87,5.68,731.2,126553.0,21.48,49.94,22.98
41247,County_41247,South Dakota,Rural,48.89,29.75,10.16,3.18,855.9,60743.0,22.14,54.43,19.3
55887,County_55887,Other,Rural,38.16,26.72,17.0,4.69,,144263.0,9.85,76.06,10.73
38027,County_38027,Pennsylvania,Rural,53.58,25.6,21.65,7.07,912.1,178175.0,20.4,69.89,19.64
4427,County_4427,Arkansas,Urban,47.91,26.0,23.5,9.3,1051.9,112941.0,15.46,72.45,5.53
35119,County_35119,Ohio,Rural,58.12,24.64,17.26,4.77,954.3,132477.0,15.98,55.15,17.0
38653,County_38653,Pennsylvania,Rural,50.58,,24.37,6.52,766.8,171770.0,16.58,61.13,15.59
23177,County_23177,Minnesota,Rural,58.56,28.85,14.77,5.05,756.3,129202.0,15.79,59.9,18.13
31783,County_31783,New Mexico,Rural,45.2,29.78,19.92,9.82,826.5,134500.0,15.41,60.37,20.66
4113,County_4113,Arkansas,Rural,56.03,33.75,16.5,5.9,706.6,75680.0,21.65,41.36,18.34
51749,County_51749,Other,Urban,52.95,31.29,17.12,2.59,835.3,119769.0,19.32,66.96,14.59
56515,County_56515,Other,Rural,55.14,20.92,8.87,4.47,825.8,82295.0,12.48,65.45,19.41
49045,County_49045,Wisconsin,Rural,67.34,28.64,13.29,5.55,927.1,33224.0,21.2,38.66,16.92
17503,County_17503,Kentucky,Urban,56.68,31.25,17.85,6.57,944.7,118786.0,19.08,66.79,12.82
37695,County_37695,Oregon,Rural,47.95,29.44,18.05,7.97,693.6,63685.0,14.99,49.74,14.19
54479,County_54479,Other,Rural,40.77,27.03,14.69,6.86,928.8,153700.0,20.06,59.62,8.55
11423,County_11423,Hawaii,Rural,57.57,,14.54,0.2,500.5,56588.0,23.06,45.2,21.98
54907,County_54907,Other,Rural,46.12,25.64,15.46,4.93,1114.6,196829.0,14.59,69.05,12.05
4645,County_4645,Arkansas,Rural,43.24,23.57,13.28,3.37,1027.7,102649.0,15.32,52.6,8.62
32735,County_32735,New York,Suburban/Small City,53.61,24.65,13.59,,817.6,83253.0,15.57,54.88,20.37
29499,County_29499,New Hampshire,Suburban/Small City,,24.28,20.23,6.11,1261.8,166920.0,14.33,55.89,7.24
41949,County_41949,South Dakota,Rural,52.14,27.54,12.37,4.22,739.3,88814.0,18.98,66.16,6.45
1829,County_1829,Alabama,Rural,44.65,26.9,20.97,6.46,736.6,90905.0,18.89,51.42,16.33
45565,County_45565,Vermont,Rural,61.71,33.89,11.84,7.74,826.4,94850.0,20.31,50.4,21.49
42031,County_42031,Tennessee,Rural,63.35,30.95,20.75,1.99,742.6,111678.0,18.1,63.15,18.39
33173,County_33173,North Carolina,Rural,47.96,18.26,19.61,9.52,806.7,97993.0,18.54,66.76,8.02
39417,County_39417,Rhode Island,Urban,46.29,22.42,18.24,7.03,1072.6,136931.0,11.4,49.14,6.7
12431,County_12431,Idaho,Urban,44.83,25.46,22.32,8.69,942.0,129604.0,8.84,65.54,2.57
16537,County_16537,Kansas,Rural,54.44,25.95,18.27,12.39,1000.6,76732.0,14.97,72.97,18.69
22957,County_22957,Michigan,Urban,57.47,32.48,20.35,4.8,619.8,90442.0,17.01,59.22,19.25
46863,County_46863,Virginia,Urban,53.51,27.62,19.09,4.74,872.2,68833.0,18.89,57.21,7.85
40823,County_40823,South Carolina,Rural,48.38,26.63,16.07,7.32,644.4,109075.0,21.71,66.93,14.11
51865,County_51865,Other,Suburban/Small City,60.42,29.39,13.55,5.87,667.0,85050.0,22.58,50.98,
17425,County_17425,Kentucky,Rural,61.28,18.64,14.06,6.99,751.8,121127.0,17.9,59.36,15.25
31461,County_31461,New Mexico,Rural,50.9,20.85,16.61,8.8,744.4,106360.0,18.92,63.11,5.96
44547,County_44547,Utah,Rural,54.76,31.07,16.56,7.82,822.0,136889.0,14.56,71.79,
43167,County_43167,Texas,Rural,53.31,27.66,15.86,9.2,876.9,162908.0,9.26,67.98,7.52
31765,County_31765,New Mexico,Urban,56.65,28.37,14.97,5.75,615.4,124682.0,21.0,48.14,13.0
35255,County_35255,Ohio,Rural,48.38,28.57,21.21,2.3,900.3,130839.0,6.39,65.32,14.02
23249,County_23249,Minnesota,Rural,63.0,21.03,17.7,3.81,1089.8,118247.0,22.07,68.95,12.07
31671,County_31671,New Mexico,Rural,50.91,34.52,15.91,,343.3,141976.0,15.69,59.18,31.0
16245,County_16245,Kansas,Urban,53.21,21.96,14.21,10.62,627.7,206225.0,16.97,64.44,18.59
15661,County_15661,Iowa,Rural,45.28,22.11,15.48,8.92,1300.7,91762.0,,62.48,16.21
46973,County_46973,Virginia,Urban,63.22,26.88,19.13,5.39,832.6,137350.0,27.33,52.23,16.88
34071,County_34071,North Dakota,Rural,49.36,22.65,24.07,8.59,732.3,,24.76,46.28,19.2
25917,County_25917,Missouri,Suburban/Small City,52.61,23.68,20.75,5.55,716.7,89494.0,18.25,55.82,13.65
7173,County_7173,Connecticut,Rural,56.35,27.86,15.77,6.82,655.7,140943.0,20.02,58.45,16.29
20935,County_20935,Maryland,Urban,48.31,27.57,18.09,6.38,1060.3,169770.0,16.55,70.3,15.6
37569,County_37569,Oregon,Urban,52.65,28.71,14.43,5.91,799.6,75601.0,25.63,52.49,18.6
56303,County_56303,Other,Rural,49.88,27.53,16.36,6.35,878.6,84874.0,20.09,57.66,15.43
6505,County_6505,Colorado,Rural,48.5,31.78,15.64,4.61,618.3,110501.0,17.4,52.85,14.36
25245,County_25245,Missouri,Rural,35.04,24.58,17.08,7.43,891.3,83822.0,13.94,73.43,16.09
43543,County_43543,Texas,Rural,54.0,28.7,11.06,4.26,512.8,130781.0,22.85,58.08,20.19
53625,County_53625,Other,Urban,49.54,25.8,19.64,7.63,626.3,146486.0,18.31,48.44,4.89
44461,County_44461,Utah,Urban,53.74,22.34,15.87,10.38,857.3,90404.0,17.24,67.61,9.08
40499,County_40499,South Carolina,Rural,47.16,31.26,16.18,2.4,578.2,81786.0,19.06,75.15,
1817,County_1817,Alabama,Urban,62.34,35.92,15.77,6.65,721.9,67113.0,18.87,57.0,22.47
22271,County_22271,Michigan,Urban,52.88,33.68,,9.15,547.1,90442.0,17.82,53.88,23.4
12263,County_12263,Idaho,Urban,56.36,34.24,,2.36,867.5,38425.0,24.9,59.67,19.38
9917,County_9917,Florida,Urban,47.84,28.28,,7.75,976.2,99775.0,19.13,65.75,8.56
39983,County_39983,Rhode Island,Rural,46.11,26.94,22.03,,1281.3,138791.0,14.35,65.28,5.19
10459,County_10459,Georgia,Urban,51.92,30.73,16.3,6.75,820.1,146906.0,17.38,60.87,13.33
11387,County_11387,Hawaii,Rural,47.94,30.85,24.27,7.47,729.8,176373.0,13.68,58.63,23.31
19493,County_19493,Maine,Rural,58.92,30.05,16.41,6.27,920.2,87975.0,20.27,56.48,24.56
16629,County_16629,Kansas,Rural,47.83,25.08,19.21,6.78,808.4,160525.0,15.43,58.0,13.53
1825,County_1825,Alabama,Rural,56.41,15.98,16.79,6.72,720.4,106555.0,10.36,69.24,11.91
27947,County_27947,Nebraska,Urban,51.32,25.27,17.59,6.62,780.6,115839.0,23.13,64.04,18.86
10487,County_10487,Georgia,Rural,56.6,26.67,18.49,6.65,1071.0,122431.0,23.37,60.9,10.96
42931,County_42931,Tennessee,Urban,43.06,31.31,20.52,7.8,808.5,142125.0,10.79,66.49,16.0
22847,County_22847,Michigan,Rural,45.93,32.18,17.34,3.83,838.4,164843.0,12.9,65.44,16.28
5643,County_5643,California,Rural,62.45,28.29,15.21,0.89,925.0,98110.0,22.19,55.78,20.97
25929,County_25929,Missouri,Suburban/Small City,54.37,20.18,14.54,6.37,825.2,37729.0,22.42,54.78,12.95
33641,County_33641,North Carolina,Urban,51.71,30.02,16.39,3.55,,,24.26,54.1,16.71
24835,County_24835,Mississippi,Suburban/Small City,50.07,29.6,22.4,4.18,456.5,171201.0,17.88,54.37,16.75
23301,County_23301,Minnesota,Rural,59.56,32.85,14.81,7.97,719.0,86161.0,24.01,66.94,18.43
39579,County_39579,Rhode Island,Urban,53.89,27.42,15.64,8.02,982.0,124966.0,13.13,53.84,13.14
7401,County_7401,Connecticut,Rural,60.52,28.6,16.15,0.41,850.4,76745.0,19.41,46.58,19.35
49551,County_49551,Wisconsin,Suburban/Small City,44.17,26.11,19.48,7.97,973.8,133081.0,12.54,56.62,13.42
6445,County_6445,Colorado,Urban,57.49,33.73,13.73,4.5,908.3,79543.0,,49.71,17.37
44081,County_44081,Utah,Rural,50.88,22.37,16.12,7.4,811.7,85329.0,13.95,63.65,0.0
45359,County_45359,Vermont,Urban,52.54,26.05,13.44,7.39,775.4,146082.0,19.35,57.18,14.37
44721,County_44721,Utah,Rural,50.64,29.59,17.89,5.97,471.8,113217.0,17.83,53.17,8.06
50489,County_50489,Wyoming,Urban,54.26,34.8,20.73,7.46,807.4,140647.0,15.1,60.3,8.9
35795,County_35795,Ohio,Suburban/Small City,55.36,33.08,16.63,4.16,542.5,105122.0,,,17.15
16477,County_16477,Kansas,Rural,50.97,33.89,12.9,8.19,846.4,122508.0,22.11,53.83,10.02
55727,County_55727,Other,Rural,62.94,32.82,15.86,7.08,838.2,122748.0,23.06,56.69,25.08
15849,County_15849,Iowa,Urban,53.76,24.7,16.7,8.79,834.3,96893.0,17.99,44.16,9.16
3413,County_3413,Arizona,Rural,47.29,25.82,12.76,9.32,,97861.0,23.95,57.85,13.58
20659,County_20659,Maryland,Urban,56.89,30.07,12.85,8.4,749.1,106887.0,15.57,61.91,
30135,County_30135,New Jersey,Urban,47.69,15.58,20.58,5.3,813.2,100581.0,6.84,71.88,12.74
13263,County_13263,Illinois,Urban,56.97,30.16,21.05,4.52,1167.3,61874.0,20.19,46.74,15.12
28907,County_28907,Nevada,Rural,49.07,27.85,16.51,5.2,937.4,123295.0,13.95,55.81,1.74
22845,County_22845,Michigan,Suburban/Small City,52.11,34.28,11.26,7.34,346.9,54739.0,23.15,63.67,14.62
27057,County_27057,Nebraska,Urban,60.22,25.8,,5.62,803.3,90189.0,14.61,66.79,16.99
29979,County_29979,New Hampshire,Suburban/Small City,53.48,24.56,19.25,6.37,962.7,178544.0,13.71,59.95,13.54
53405,County_53405,Other,Urban,52.19,30.87,,6.59,832.8,62826.0,23.98,60.3,18.92
43191,County_43191,Texas,Rural,44.81,25.72,12.98,10.32,999.5,175755.0,11.21,59.25,12.14
29109,County_29109,New Hampshire,Urban,47.86,25.55,13.18,2.79,403.8,80959.0,17.61,53.76,24.22
42885,County_42885,Tennessee,Urban,61.44,23.1,20.85,8.56,836.8,106798.0,20.99,67.35,13.25
46813,County_46813,Virginia,Urban,42.35,,,7.95,1221.2,120404.0,21.57,67.11,14.88
56611,County_56611,Other,Rural,53.59,29.32,14.93,6.88,569.9,98140.0,20.16,73.59,11.93
56389,County_56389,Other,Rural,51.0,31.44,12.85,5.6,666.7,,20.26,56.98,18.15
13639,County_13639,Illinois,Rural,46.19,31.55,16.53,5.49,924.9,122263.0,17.22,58.65,23.24
32299,County_32299,New York,Rural,48.44,32.01,,11.65,574.2,80293.0,18.76,52.08,14.71
53437,County_53437,Other,Rural,50.62,31.9,16.63,5.66,659.8,110945.0,13.05,56.78,15.44
3863,County_3863,Arizona,Rural,56.27,30.29,17.97,4.34,1126.7,105213.0,20.99,55.38,8.14
3623,County_3623,Arizona,Urban,48.32,36.11,15.19,3.93,535.0,30000.0,20.79,51.57,23.12
20195,County_20195,Maryland,Rural,62.76,30.91,20.91,5.22,695.6,68364.0,,58.06,14.54
20217,County_20217,Maryland,Rural,56.1,32.02,20.64,5.63,520.5,88156.0,25.3,45.5,22.16
55191,County_55191,Other,Suburban/Small City,57.76,37.01,16.26,6.25,746.3,117118.0,17.66,56.57,12.87
45111,County_45111,Vermont,Urban,52.41,30.44,16.95,6.79,750.7,78285.0,23.17,56.36,20.8
49413,County_49413,Wisconsin,Rural,,28.89,11.41,8.26,545.8,48719.0,21.96,62.98,19.92
9433,County_9433,Florida,Urban,50.08,27.87,14.01,1.91,846.3,140335.0,14.4,52.97,18.83
9447,County_9447,Florida,Rural,56.94,26.13,18.75,6.16,801.2,139925.0,14.83,72.11,14.1
13503,County_13503,Illinois,Rural,53.77,27.04,12.54,8.65,,99812.0,17.98,48.29,15.27
49495,County_49495,Wisconsin,Urban,,24.13,20.49,8.49,994.9,178972.0,4.19,69.79,6.85
43743,County_43743,Texas,Rural,49.46,22.53,18.59,4.5,962.7,91188.0,17.78,51.52,16.44
54567,County_54567,Other,Rural,58.98,29.89,17.85,4.53,672.2,118020.0,20.85,51.71,20.93
