COUNTYFIPS,COUNTY,STATE,community_type,unemployment_rate_pct,acs_unemployment_rate_pct,employment_rate_pct,pct_not_in_labor_force
8163,County_8163,Delaware,Suburban/Small City,7.07,6.78,49.96,43.25
3275,County_3275,Arizona,Rural,5.89,5.24,48.98,45.78
13627,County_13627,Illinois,Urban,10.26,10.2,37.2,
21889,County_21889,Massachusetts,Suburban/Small City,9.85,9.98,53.52,36.5
51935,County_51935,Other,Rural,9.78,9.89,37.29,52.81
47749,County_47749,Washington,Urban,5.9,5.83,40.88,53.29
29653,County_29653,New Hampshire,Rural,11.17,11.08,44.8,44.12
10481,County_10481,Georgia,Urban,12.39,12.72,42.22,45.06
53733,County_53733,Other,Suburban/Small City,9.95,10.74,48.77,40.49
39667,County_39667,Rhode Island,Rural,,9.61,43.13,47.25
14583,County_14583,Indiana,Urban,17.21,17.71,30.0,52.29
23919,County_23919,Minnesota,Rural,13.22,13.45,34.1,52.46
43657,County_43657,Texas,Urban,10.89,11.07,42.08,46.85
53115,County_53115,Other,Rural,7.98,7.72,50.43,41.85
36777,County_36777,Oklahoma,Rural,14.34,14.19,52.03,33.78
35487,County_35487,Ohio,Rural,9.07,8.94,43.38,47.68
26543,County_26543,Montana,Suburban/Small City,7.54,8.48,40.61,50.91
27161,County_27161,Nebraska,Urban,12.17,13.04,46.83,40.13
22769,County_22769,Michigan,Rural,7.31,7.8,51.94,40.25
20361,County_20361,Maryland,Urban,10.47,10.67,47.23,42.1
23703,County_23703,Minnesota,Urban,12.08,12.88,40.0,47.12
33749,County_33749,North Carolina,Rural,10.46,10.58,42.5,46.92
18767,County_18767,Louisiana,Urban,11.61,11.43,38.77,49.81
21785,County_21785,Massachusetts,Suburban/Small City,15.74,16.91,34.39,48.69
35133,County_35133,Ohio,Rural,4.71,6.03,55.1,38.87
15763,County_15763,Iowa,Rural,8.72,9.2,56.97,33.83
53917,County_53917,Other,Rural,6.39,7.11,48.54,44.36
32239,County_32239,New York,Rural,14.79,15.74,41.31,42.96
35359,County_35359,Ohio,Urban,11.33,11.34,53.33,35.33
11803,County_11803,Hawaii,Urban,7.03,7.0,45.09,47.91
4371,County_4371,Arkansas,Rural,9.86,10.29,52.4,37.3
41745,County_41745,South Dakota,Urban,11.68,12.78,49.55,37.67
7167,County_7167,Connecticut,Rural,14.7,16.27,47.0,36.72
54403,County_54403,Other,Rural,9.46,9.97,47.59,42.43
45903,County_45903,Vermont,Urban,11.38,11.59,43.18,45.23
7667,County_7667,Connecticut,Rural,9.38,9.61,48.42,41.97
7455,County_7455,Connecticut,Urban,6.16,6.49,43.27,50.25
7589,County_7589,Connecticut,Rural,4.55,4.85,54.55,40.6
51839,County_51839,Other,Suburban/Small City,12.69,13.68,38.16,48.16
13221,County_13221,Illinois,Urban,13.27,13.44,46.12,40.44
16051,County_16051,Kansas,Rural,13.69,14.52,37.55,47.93
42089,County_42089,Tennessee,Rural,13.55,14.47,43.14,42.38
52163,County_52163,Other,Rural,9.59,9.75,41.2,49.05
35305,County_35305,Ohio,Rural,3.64,3.92,60.84,35.25
8285,County_8285,Delaware,Rural,12.44,12.75,48.5,38.76
11431,County_11431,Hawaii,Rural,,8.49,45.53,45.98
21245,County_21245,Massachusetts,Rural,15.35,15.18,38.0,46.83
14707,County_14707,Indiana,Rural,7.33,7.45,53.75,38.79
13281,County_13281,Illinois,Rural,,11.56,39.75,48.68
53403,County_53403,Other,Suburban/Small City,9.94,10.51,48.56,40.93
38453,County_38453,Pennsylvania,Rural,7.23,7.85,54.32,37.83
44133,County_44133,Utah,Rural,11.11,10.78,53.32,
22537,County_22537,Michigan,Urban,8.99,9.61,43.46,46.93
41763,County_41763,South Dakota,Urban,8.11,8.45,46.87,44.69
30415,County_30415,New Jersey,Rural,15.93,16.15,45.72,38.13
22481,County_22481,Michigan,Rural,10.42,10.9,45.15,
31873,County_31873,New Mexico,Rural,10.24,10.45,47.48,42.07
8279,County_8279,Delaware,Urban,6.16,6.74,47.68,45.58
41885,County_41885,South Dakota,Rural,11.68,12.12,40.87,47.01
14781,County_14781,Indiana,Rural,11.42,12.18,40.68,47.15
4487,County_4487,Arkansas,Rural,12.82,13.66,44.23,42.12
10437,County_10437,Georgia,Rural,11.74,12.4,51.09,36.51
21133,County_21133,Massachusetts,Urban,17.7,17.5,43.58,38.92
5663,County_5663,California,Rural,12.0,11.88,42.82,45.3
16615,County_16615,Kansas,Rural,13.09,14.53,49.12,36.34
45609,County_45609,Vermont,Suburban/Small City,10.91,12.21,33.02,54.78
14883,County_14883,Indiana,Rural,12.09,13.1,38.06,48.84
6921,County_6921,Colorado,Suburban/Small City,13.09,12.92,38.56,48.53
51261,County_51261,Other,Rural,6.81,7.44,52.64,39.92
14279,County_14279,Indiana,Urban,10.89,11.52,40.15,48.33
1389,County_1389,Alabama,Urban,7.14,8.12,50.16,41.72
32177,County_32177,New York,Urban,11.95,12.37,47.39,40.25
47757,County_47757,Washington,Suburban/Small City,12.36,12.08,33.47,54.45
28425,County_28425,Nevada,Suburban/Small City,14.5,15.16,48.82,36.03
27979,County_27979,Nebraska,Rural,11.67,11.77,54.14,34.09
7921,County_7921,Connecticut,Urban,9.29,9.37,53.71,36.92
16987,County_16987,Kansas,Rural,8.57,8.74,55.21,36.05
48883,County_48883,West Virginia,Urban,,,52.85,36.23
22901,County_22901,Michigan,Rural,,11.92,42.82,45.26
49549,County_49549,Wisconsin,Rural,10.86,10.27,49.61,40.12
33913,County_33913,North Carolina,Rural,6.55,,51.54,41.74
22085,County_22085,Michigan,Rural,11.64,11.79,48.05,40.16
45499,County_45499,Vermont,Rural,13.85,14.65,45.23,40.12
4925,County_4925,Arkansas,Rural,9.42,9.59,49.45,40.96
34003,County_34003,North Dakota,Urban,13.37,13.77,44.79,41.44
26273,County_26273,Montana,Suburban/Small City,8.59,8.89,44.63,46.47
28799,County_28799,Nevada,Rural,9.73,9.74,50.86,39.4
55417,County_55417,Other,Rural,12.06,12.37,,43.49
29597,County_29597,New Hampshire,Urban,7.33,,48.72,43.98
39125,County_39125,Rhode Island,Rural,8.04,7.42,44.77,47.81
2309,County_2309,Alaska,Rural,10.23,10.38,42.66,46.96
50919,County_50919,Wyoming,Urban,8.99,9.05,51.34,39.61
53733,County_53733,Other,Urban,7.55,7.66,56.96,35.38
2671,County_2671,Alaska,Rural,11.68,12.71,40.15,47.14
6011,County_6011,Colorado,Rural,6.15,6.38,54.4,39.22
27765,County_27765,Nebraska,Urban,7.14,6.77,54.84,38.39
39437,County_39437,Rhode Island,Suburban/Small City,11.09,11.76,43.61,44.63
10629,County_10629,Georgia,Rural,4.54,4.64,51.22,44.14
47859,County_47859,Washington,Rural,13.98,14.63,37.69,47.68
1277,County_1277,Alabama,Suburban/Small City,14.36,14.11,40.64,45.25
51375,County_51375,Other,Rural,12.6,13.29,46.02,40.69
48699,County_48699,West Virginia,Rural,12.4,13.2,42.94,
38737,County_38737,Pennsylvania,Rural,13.27,14.04,52.64,33.33
32109,County_32109,New York,Rural,11.61,11.15,42.14,46.71
34121,County_34121,North Dakota,Rural,5.34,5.54,48.49,45.96
16521,County_16521,Kansas,Rural,8.16,8.2,47.08,44.72
36155,County_36155,Oklahoma,Urban,3.21,2.76,65.29,31.95
5297,County_5297,California,Urban,13.33,13.68,39.13,47.19
7713,County_7713,Connecticut,Rural,16.35,16.19,34.33,49.47
3783,County_3783,Arizona,Urban,4.18,4.87,56.55,38.58
29941,County_29941,New Hampshire,Suburban/Small City,7.42,8.72,49.17,42.11
14505,County_14505,Indiana,Rural,13.84,13.73,40.77,45.5
9163,County_9163,Florida,Urban,11.07,10.8,45.51,43.69
34189,County_34189,North Dakota,Rural,8.7,8.41,46.05,45.54
34643,County_34643,North Dakota,Rural,13.65,13.04,46.5,40.47
43713,County_43713,Texas,Rural,5.77,6.72,48.44,44.84
34751,County_34751,North Dakota,Suburban/Small City,10.5,10.7,53.37,35.94
37151,County_37151,Oregon,Rural,11.54,12.94,52.39,34.67
27349,County_27349,Nebraska,Rural,8.27,8.13,45.71,46.17
31591,County_31591,New Mexico,Suburban/Small City,9.27,9.54,47.66,42.8
25193,County_25193,Missouri,Suburban/Small City,12.41,12.58,45.6,41.82
31391,County_31391,New Mexico,Urban,12.57,12.55,46.83,40.62
25481,County_25481,Missouri,Urban,13.61,13.82,40.71,45.47
32491,County_32491,New York,Urban,12.36,11.91,42.1,45.99
37457,County_37457,Oregon,Rural,9.95,10.56,47.58,41.86
18117,County_18117,Louisiana,Rural,11.03,11.65,43.23,45.12
10147,County_10147,Georgia,Urban,15.46,,40.79,43.41
7683,County_7683,Connecticut,Urban,14.5,14.49,45.19,40.32
51985,County_51985,Other,Rural,12.53,12.54,46.43,41.03
22231,County_22231,Michigan,Urban,8.21,8.98,53.5,37.52
18777,County_18777,Louisiana,Rural,9.59,9.56,42.14,48.29
19011,County_19011,Maine,Rural,10.86,10.75,39.79,49.46
45023,County_45023,Vermont,Urban,6.12,6.84,47.43,45.73
48067,County_48067,West Virginia,Urban,8.99,8.78,45.42,45.8
44889,County_44889,Utah,Rural,10.81,11.06,48.18,40.76
40029,County_40029,South Carolina,Rural,13.95,15.17,38.99,45.84
31911,County_31911,New Mexico,Suburban/Small City,16.02,15.77,44.64,39.59
47415,County_47415,Washington,Rural,16.05,15.9,44.46,39.63
12863,County_12863,Idaho,Rural,13.69,,49.04,37.17
36613,County_36613,Oklahoma,Urban,15.68,15.67,46.45,37.88
35307,County_35307,Ohio,Rural,14.86,15.38,42.26,42.37
39313,County_39313,Rhode Island,Rural,6.16,6.73,58.94,34.33
55321,County_55321,Other,Urban,7.8,8.51,54.97,
4479,County_4479,Arkansas,Suburban/Small City,9.15,9.34,51.15,39.51
25507,County_25507,Missouri,Urban,7.85,8.46,40.43,51.12
31955,County_31955,New Mexico,Rural,8.92,9.13,41.51,49.36
10087,County_10087,Georgia,Rural,9.52,9.48,45.46,45.06
52321,County_52321,Other,Urban,10.99,10.04,44.37,45.59
2761,County_2761,Alaska,Suburban/Small City,10.16,10.45,44.49,45.06
2151,County_2151,Alaska,Rural,10.22,11.18,51.77,37.06
35131,County_35131,Ohio,Rural,10.16,10.34,43.86,45.8
31135,County_31135,New Mexico,Rural,13.28,13.54,42.28,44.18
19361,County_19361,Maine,Urban,9.32,9.94,44.54,45.51
18641,County_18641,Louisiana,Rural,7.06,6.97,56.84,36.19
42569,County_42569,Tennessee,Urban,,11.56,46.04,42.41
51679,County_51679,Other,Rural,3.14,4.11,45.73,50.17
22313,County_22313,Michigan,Rural,3.37,3.81,58.1,38.09
13831,County_13831,Illinois,Rural,2.87,2.83,53.26,43.9
13173,County_13173,Illinois,Rural,10.01,10.24,43.08,46.68
29171,County_29171,New Hampshire,Rural,10.02,11.16,44.45,44.38
28927,County_28927,Nevada,Rural,11.79,11.91,46.85,41.24
41519,County_41519,South Dakota,Rural,14.3,14.41,43.17,42.43
10057,County_10057,Georgia,Rural,4.7,5.66,46.52,47.81
10915,County_10915,Georgia,Rural,8.95,9.71,48.71,41.58
37189,County_37189,Oregon,Rural,14.95,15.56,46.99,
12069,County_12069,Idaho,Urban,13.61,13.34,42.13,44.53
20131,County_20131,Maryland,Rural,15.28,15.02,48.1,36.88
25847,County_25847,Missouri,Rural,13.46,13.56,36.56,49.89
48893,County_48893,West Virginia,Rural,11.94,11.98,41.32,46.7
38167,County_38167,Pennsylvania,Rural,8.67,8.67,51.16,40.16
3083,County_3083,Arizona,Urban,7.46,7.66,50.59,41.75
25249,County_25249,Missouri,Urban,7.84,8.09,49.63,42.27
37317,County_37317,Oregon,Urban,6.64,6.33,47.69,45.98
17645,County_17645,Kentucky,Rural,12.05,12.81,47.35,39.84
11767,County_11767,Hawaii,Urban,4.71,5.08,55.26,39.66
34583,County_34583,North Dakota,Rural,9.6,9.19,50.05,40.76
18495,County_18495,Louisiana,Urban,13.69,14.41,38.24,47.35
34135,County_34135,North Dakota,Rural,13.54,14.37,45.38,40.25
41725,County_41725,South Dakota,Urban,6.01,6.84,45.33,47.83
3153,County_3153,Arizona,Suburban/Small City,14.31,14.65,43.98,
37251,County_37251,Oregon,Rural,,13.74,46.48,39.78
8117,County_8117,Delaware,Rural,2.37,2.46,52.87,44.67
44073,County_44073,Utah,Rural,10.06,10.58,39.61,49.8
45233,County_45233,Vermont,Urban,15.79,16.82,43.33,39.85
13425,County_13425,Illinois,Rural,6.5,6.85,54.39,38.76
38363,County_38363,Pennsylvania,Rural,15.11,14.84,41.33,43.83
29183,County_29183,New Hampshire,Urban,13.64,13.62,40.62,45.76
55563,County_55563,Other,Rural,7.59,8.28,49.91,41.8
31363,County_31363,New Mexico,Rural,,13.69,36.0,50.31
56613,County_56613,Other,Rural,10.12,9.2,48.15,42.65
21545,County_21545,Massachusetts,Rural,8.04,8.56,55.94,35.51
15467,County_15467,Iowa,Urban,8.32,8.12,50.46,41.42
49565,County_49565,Wisconsin,Rural,10.05,11.16,49.8,39.04
53515,County_53515,Other,Rural,10.45,11.37,55.42,33.2
18981,County_18981,Louisiana,Suburban/Small City,14.69,14.62,36.85,48.54
17213,County_17213,Kentucky,Urban,9.45,9.67,52.97,37.36
4459,County_4459,Arkansas,Rural,5.27,6.03,46.67,47.3
18987,County_18987,Louisiana,Suburban/Small City,14.51,15.28,48.84,35.88
43525,County_43525,Texas,Urban,6.79,7.4,54.63,37.97
45767,County_45767,Vermont,Rural,6.22,5.96,43.19,50.85
37643,County_37643,Oregon,Rural,6.25,6.82,49.88,43.31
35903,County_35903,Ohio,Rural,11.12,11.49,49.72,38.8
20071,County_20071,Maryland,Rural,10.99,11.41,52.81,35.78
13763,County_13763,Illinois,Rural,8.78,10.26,45.35,44.39
35843,County_35843,Ohio,Rural,11.33,11.81,48.57,39.62
17099,County_17099,Kentucky,Rural,5.87,6.1,52.39,41.5
4431,County_4431,Arkansas,Rural,8.88,9.38,59.61,31.01
2917,County_2917,Alaska,Rural,14.02,14.31,45.75,39.95
27071,County_27071,Nebraska,Rural,10.93,10.71,54.16,35.12
37317,County_37317,Oregon,Urban,8.87,8.37,51.29,40.34
45253,County_45253,Vermont,Rural,14.27,14.04,53.25,32.7
10587,County_10587,Georgia,Urban,6.22,7.14,46.96,45.9
55165,County_55165,Other,Urban,10.58,11.8,51.52,36.67
55735,County_55735,Other,Rural,15.93,15.84,43.39,40.76
37789,County_37789,Oregon,Suburban/Small City,8.45,9.41,52.19,38.4
41303,County_41303,South Dakota,Suburban/Small City,11.68,11.55,55.25,33.19
38731,County_38731,Pennsylvania,Rural,1.95,1.69,64.61,33.7
31549,County_31549,New Mexico,Rural,5.75,6.99,54.53,38.48
15481,County_15481,Iowa,Rural,9.95,10.16,,46.01
23205,County_23205,Minnesota,Urban,10.2,9.26,56.25,34.49
17487,County_17487,Kentucky,Rural,11.2,11.8,53.83,34.38
36147,County_36147,Oklahoma,Rural,8.69,8.63,47.28,44.08
45547,County_45547,Vermont,Rural,8.17,7.67,56.12,36.2
38361,County_38361,Pennsylvania,Rural,16.06,16.13,35.25,48.62
38451,County_38451,Pennsylvania,Rural,10.39,10.57,40.35,49.08
43989,County_43989,Texas,Rural,,9.44,48.16,42.4
35987,County_35987,Ohio,Urban,8.57,7.95,51.64,40.41
36327,County_36327,Oklahoma,Rural,5.69,6.06,59.38,34.56
31667,County_31667,New Mexico,Suburban/Small City,6.41,5.96,54.19,39.84
11923,County_11923,Hawaii,Rural,9.46,9.99,46.31,43.7
4903,County_4903,Arkansas,Rural,10.8,,49.01,39.54
36667,County_36667,Oklahoma,Urban,10.2,10.77,51.47,37.76
43713,County_43713,Texas,Suburban/Small City,9.8,9.63,55.78,34.59
56627,County_56627,Other,Urban,14.68,16.44,42.46,41.1
6233,County_6233,Colorado,Urban,12.71,,,34.89
42103,County_42103,Tennessee,Rural,17.12,17.1,36.47,46.43
52483,County_52483,Other,Rural,13.15,13.7,,44.09
3647,County_3647,Arizona,Rural,12.25,12.44,51.16,36.4
54089,County_54089,Other,Rural,7.54,8.19,57.22,34.59
53595,County_53595,Other,Rural,9.18,9.17,56.76,34.07
17515,County_17515,Kentucky,Urban,9.3,9.42,43.31,47.27
12775,County_12775,Idaho,Rural,6.84,7.29,52.32,40.39
52947,County_52947,Other,Rural,14.58,14.74,38.87,46.39
39911,County_39911,Rhode Island,Urban,8.41,8.44,,49.5
45241,County_45241,Vermont,Suburban/Small City,7.76,7.23,50.61,42.16
23341,County_23341,Minnesota,Suburban/Small City,9.38,9.24,49.44,41.32
53177,County_53177,Other,Rural,10.37,,51.01,37.14
36607,County_36607,Oklahoma,Rural,12.74,13.64,42.88,43.48
41731,County_41731,South Dakota,Suburban/Small City,12.24,12.46,52.35,35.19
11657,County_11657,Hawaii,Urban,9.91,9.42,59.58,31.01
4805,County_4805,Arkansas,Urban,14.08,12.92,40.34,46.74
37567,County_37567,Oregon,Rural,6.14,5.83,52.65,41.52
25343,County_25343,Missouri,Rural,9.28,9.36,52.12,38.51
34927,County_34927,North Dakota,Rural,10.61,10.56,52.14,37.3
45239,County_45239,Vermont,Urban,11.87,13.03,44.1,42.87
4299,County_4299,Arkansas,Urban,8.59,9.5,48.28,42.22
41009,County_41009,South Dakota,Rural,10.13,10.03,50.59,39.38
25305,County_25305,Missouri,Rural,8.68,9.41,38.41,52.18
3179,County_3179,Arizona,Suburban/Small City,9.17,9.79,56.79,33.42
31209,County_31209,New Mexico,Rural,8.96,9.35,54.36,36.3
7131,County_7131,Connecticut,Rural,11.5,12.04,53.58,34.38
54443,County_54443,Other,Urban,14.43,15.0,40.95,44.05
26947,County_26947,Montana,Urban,11.92,12.17,53.62,34.21
35745,County_35745,Ohio,Rural,8.94,9.79,46.29,
33831,County_33831,North Carolina,Rural,12.32,,36.06,
11055,County_11055,Hawaii,Rural,14.5,15.03,46.12,38.84
46001,County_46001,Virginia,Suburban/Small City,,8.58,38.79,52.64
17491,County_17491,Kentucky,Suburban/Small City,11.35,11.22,42.45,46.33
38773,County_38773,Pennsylvania,Urban,3.6,4.0,55.18,40.82
23347,County_23347,Minnesota,Rural,9.95,10.3,43.54,46.15
5945,County_5945,California,Urban,10.52,10.5,50.4,39.1
38579,County_38579,Pennsylvania,Rural,10.02,10.28,49.41,40.31
30947,County_30947,New Jersey,Rural,,11.4,50.12,38.48
49045,County_49045,Wisconsin,Urban,7.19,8.05,,37.52
14279,County_14279,Indiana,Rural,10.91,10.6,51.14,38.26
50919,County_50919,Wyoming,Rural,9.75,10.36,45.95,43.7
34971,County_34971,North Dakota,Urban,10.26,10.39,51.96,37.65
27647,County_27647,Nebraska,Rural,14.13,14.24,42.27,43.5
10109,County_10109,Georgia,Urban,11.09,,49.6,40.02
56933,County_56933,Other,Suburban/Small City,12.03,12.78,45.52,41.71
35261,County_35261,Ohio,Urban,13.8,13.29,38.5,48.21
24725,County_24725,Mississippi,Rural,8.11,8.38,54.69,36.92
40475,County_40475,South Carolina,Rural,10.77,11.01,48.64,40.34
17957,County_17957,Kentucky,Rural,11.36,11.51,48.65,39.84
23953,County_23953,Minnesota,Urban,13.7,13.86,47.95,38.19
44883,County_44883,Utah,Rural,10.75,12.01,43.16,44.83
54183,County_54183,Other,Suburban/Small City,10.04,10.6,40.25,49.15
7815,County_7815,Connecticut,Suburban/Small City,13.01,12.88,42.91,44.21
45023,County_45023,Vermont,Rural,,13.34,42.23,44.44
32453,County_32453,New York,Rural,9.53,9.69,51.6,38.71
52245,County_52245,Other,Rural,6.55,7.42,58.14,34.44
44853,County_44853,Utah,Rural,9.25,9.17,44.86,45.97
7165,County_7165,Connecticut,Urban,15.43,15.85,43.1,41.05
5857,County_5857,California,Urban,12.73,12.07,39.81,48.12
29181,County_29181,New Hampshire,Urban,11.52,11.22,44.48,44.3
53887,County_53887,Other,Suburban/Small City,8.3,8.05,50.26,41.69
4323,County_4323,Arkansas,Suburban/Small City,5.63,5.91,55.84,38.25
3795,County_3795,Arizona,Rural,8.91,9.23,40.82,49.95
50501,County_50501,Wyoming,Rural,4.63,4.8,50.59,44.61
39943,County_39943,Rhode Island,Rural,,14.73,42.24,43.03
51525,County_51525,Other,Urban,8.16,8.6,49.15,42.25
25865,County_25865,Missouri,Urban,9.99,10.09,50.07,39.84
48797,County_48797,West Virginia,Rural,14.8,15.26,34.67,50.07
20809,County_20809,Maryland,Rural,15.72,15.71,44.36,39.93
16953,County_16953,Kansas,Suburban/Small City,10.69,11.28,47.75,40.97
19155,County_19155,Maine,Urban,8.61,9.01,48.69,42.3
23871,County_23871,Minnesota,Urban,9.1,8.96,54.59,36.46
33465,County_33465,North Carolina,Urban,7.0,7.47,57.55,34.99
4063,County_4063,Arkansas,Rural,10.12,10.91,49.81,39.28
53211,County_53211,Other,Rural,14.88,15.69,40.21,44.1
29353,County_29353,New Hampshire,Urban,7.52,8.3,47.49,44.21
43629,County_43629,Texas,Rural,6.91,6.96,59.04,34.0
13599,County_13599,Illinois,Suburban/Small City,6.51,6.96,54.3,38.75
24957,County_24957,Mississippi,Suburban/Small City,10.43,11.69,,39.06
8483,County_8483,Delaware,Rural,16.31,16.13,43.33,40.54
25053,County_25053,Missouri,Rural,5.63,5.56,57.36,37.08
41291,County_41291,South Dakota,Suburban/Small City,4.45,4.76,45.67,49.57
10047,County_10047,Georgia,Suburban/Small City,4.64,4.88,44.4,50.73
42347,County_42347,Tennessee,Rural,6.29,7.34,48.9,43.76
18215,County_18215,Louisiana,Urban,10.48,10.61,42.19,47.2
33295,County_33295,North Carolina,Rural,,11.31,42.01,46.68
46873,County_46873,Virginia,Suburban/Small City,12.74,12.61,54.8,32.59
11873,County_11873,Hawaii,Rural,15.9,15.53,36.36,48.11
4311,County_4311,Arkansas,Rural,7.18,7.84,50.25,41.91
33759,County_33759,North Carolina,Suburban/Small City,3.15,3.92,49.98,46.1
11969,County_11969,Hawaii,Rural,5.75,5.37,61.53,33.09
40817,County_40817,South Carolina,Rural,11.55,11.52,55.96,32.52
12189,County_12189,Idaho,Rural,5.53,5.58,50.82,43.6
19759,County_19759,Maine,Rural,13.74,15.18,41.8,43.01
15965,County_15965,Iowa,Rural,6.32,6.45,51.97,41.59
8357,County_8357,Delaware,Rural,12.69,13.6,43.86,42.54
31143,County_31143,New Mexico,Rural,2.98,3.23,56.27,40.5
55407,County_55407,Other,Urban,7.58,8.03,46.06,45.91
28125,County_28125,Nevada,Rural,1.25,1.89,58.43,39.68
49425,County_49425,Wisconsin,Urban,13.4,12.94,46.68,40.38
34143,County_34143,North Dakota,Urban,9.16,10.44,51.25,38.31
44123,County_44123,Utah,Rural,5.64,5.5,51.95,42.55
11263,County_11263,Hawaii,Urban,7.52,8.3,49.53,42.16
13147,County_13147,Illinois,Urban,8.78,10.25,50.55,39.19
39595,County_39595,Rhode Island,Urban,6.15,6.8,51.68,41.53
1425,County_1425,Alabama,Suburban/Small City,11.51,12.11,38.63,49.26
18131,County_18131,Louisiana,Urban,14.91,15.35,40.76,43.89
37819,County_37819,Oregon,Urban,5.37,,49.97,44.24
56951,County_56951,Other,Rural,6.35,5.86,56.54,37.59
35885,County_35885,Ohio,Rural,,12.1,46.54,41.37
22845,County_22845,Michigan,Rural,11.28,11.12,42.14,46.75
38171,County_38171,Pennsylvania,Suburban/Small City,9.96,10.63,48.67,40.69
49671,County_49671,Wisconsin,Urban,12.76,12.92,50.06,37.01
9361,County_9361,Florida,Urban,13.44,13.76,38.46,47.78
55947,County_55947,Other,Rural,9.69,9.25,57.16,33.59
43955,County_43955,Texas,Urban,4.17,,47.78,47.2
48551,County_48551,West Virginia,Urban,6.45,7.16,47.74,45.09
17473,County_17473,Kentucky,Rural,6.12,6.92,48.82,44.26
2921,County_2921,Alaska,Rural,9.67,10.02,48.3,41.68
45891,County_45891,Vermont,Urban,15.38,15.92,38.26,
21815,County_21815,Massachusetts,Rural,13.96,14.05,42.83,43.12
9117,County_9117,Florida,Suburban/Small City,15.02,15.05,46.44,38.51
15631,County_15631,Iowa,Urban,12.69,12.59,40.0,47.41
39153,County_39153,Rhode Island,Rural,15.82,15.09,47.0,37.92
35853,County_35853,Ohio,Rural,8.13,9.28,41.55,49.18
55657,County_55657,Other,Urban,6.26,6.89,52.08,41.03
12215,County_12215,Idaho,Urban,15.19,14.95,38.36,46.69
36781,County_36781,Oklahoma,Rural,11.77,11.82,48.77,39.41
15973,County_15973,Iowa,Urban,6.64,6.45,47.93,45.63
38749,County_38749,Pennsylvania,Urban,11.03,11.48,47.88,40.64
37241,County_37241,Oregon,Urban,3.78,4.18,55.77,40.06
5545,County_5545,California,Urban,12.53,13.52,,39.27
13709,County_13709,Illinois,Urban,16.19,16.33,38.97,44.7
10629,County_10629,Georgia,Urban,10.7,11.2,38.05,50.75
35835,County_35835,Ohio,Rural,15.86,15.7,38.15,
42161,County_42161,Tennessee,Urban,11.93,12.1,40.43,47.47
51875,County_51875,Other,Rural,8.52,8.85,53.74,37.41
21499,County_21499,Massachusetts,Urban,9.57,9.68,47.34,42.98
50207,County_50207,Wyoming,Rural,,9.7,50.57,39.73
39795,County_39795,Rhode Island,Suburban/Small City,12.52,12.6,45.45,41.95
19005,County_19005,Maine,Urban,9.04,10.04,55.84,34.12
15283,County_15283,Iowa,Rural,8.75,9.01,48.36,42.63
31395,County_31395,New Mexico,Urban,12.54,13.45,45.46,41.09
50679,County_50679,Wyoming,Rural,13.84,14.44,36.3,49.26
32175,County_32175,New York,Urban,9.43,9.17,45.56,45.27
26265,County_26265,Montana,Rural,16.94,16.81,48.37,34.83
33309,County_33309,North Carolina,Suburban/Small City,12.91,13.3,49.52,37.17
40119,County_40119,South Carolina,Rural,12.7,14.21,45.79,40.0
37849,County_37849,Oregon,Rural,13.76,14.2,46.2,39.6
25841,County_25841,Missouri,Urban,5.64,6.99,58.2,34.81
50829,County_50829,Wyoming,Rural,,12.78,45.3,41.91
8767,County_8767,Delaware,Urban,6.97,7.17,56.58,36.25
21599,County_21599,Massachusetts,Urban,10.61,10.9,53.64,35.46
29257,County_29257,New Hampshire,Rural,7.65,8.25,43.93,47.81
44305,County_44305,Utah,Urban,8.22,,56.85,
29933,County_29933,New Hampshire,Urban,7.19,7.44,53.28,39.28
40943,County_40943,South Carolina,Rural,9.66,10.72,50.6,38.68
26389,County_26389,Montana,Urban,13.1,13.52,45.74,40.74
32907,County_32907,New York,Urban,14.67,14.98,38.11,46.91
17205,County_17205,Kentucky,Urban,9.96,10.35,48.57,41.08
21075,County_21075,Massachusetts,Rural,10.67,10.46,50.72,38.83
2313,County_2313,Alaska,Rural,14.5,14.54,46.84,38.62
18911,County_18911,Louisiana,Rural,9.79,9.74,53.84,36.43
54357,County_54357,Other,Rural,11.32,11.74,52.2,36.07
19467,County_19467,Maine,Suburban/Small City,15.11,14.83,42.74,42.44
28459,County_28459,Nevada,Rural,7.3,7.41,54.79,37.8
48801,County_48801,West Virginia,Urban,11.78,12.61,43.84,43.56
54465,County_54465,Other,Rural,10.28,11.04,52.43,36.53
29157,County_29157,New Hampshire,Suburban/Small City,14.31,15.01,46.88,38.11
12133,County_12133,Idaho,Rural,,8.56,,43.42
38881,County_38881,Pennsylvania,Rural,11.23,11.75,41.0,47.24
12935,County_12935,Idaho,Suburban/Small City,14.48,14.58,40.47,44.95
34995,County_34995,North Dakota,Urban,5.03,4.54,61.32,34.14
31417,County_31417,New Mexico,Rural,12.83,13.02,34.84,52.14
2895,County_2895,Alaska,Urban,13.2,13.28,41.38,45.34
22337,County_22337,Michigan,Rural,16.63,16.74,41.74,41.52
55565,County_55565,Other,Rural,9.13,9.02,49.08,41.9
12869,County_12869,Idaho,Urban,7.73,7.75,49.94,42.31
40993,County_40993,South Carolina,Urban,1.84,1.58,60.11,38.31
49991,County_49991,Wisconsin,Urban,14.96,15.46,50.84,33.7
